date,num_events,score_adjusted,impact_real_pips,direction,price_start,price_peak,time_peak,duration_minutes,surprise_max,surprise_avg,R2_72h,amplitude_24h
2025-09-11,11,,56.80000000000129,UP,1.16874,1.17442,2025-09-11 14:19:00+02:00,109.0,0.3333333333333335,0.03731834171327227,0.7422197609853229,0.0010719144625028147
2025-08-12,11,,54.3999999999989,UP,1.16056,1.166,2025-08-12 14:05:00+02:00,95.0,0.03571428571428559,0.011712476802927798,0.5720743242370651,0.0007084490727857973
2025-07-15,11,,44.599999999999085,DOWN,1.16668,1.16222,2025-07-15 14:29:00+02:00,119.0,0.33333333333333326,0.07779844961240308,0.00829734175034047,0.0008556581907639099
2025-06-11,11,,52.799999999999514,UP,1.14358,1.14886,2025-06-11 12:36:00+02:00,6.0,0.6666666666666666,0.21727896965416268,0.13239170701525949,0.0008657811126716349
2025-05-13,11,,34.399999999998876,UP,1.11141,1.11485,2025-05-13 13:37:00+02:00,67.0,0.33333333333333326,0.12059319071727903,0.5534985137769493,0.0012329195060861258
2025-04-10,11,,39.39999999999833,UP,1.11037,1.11431,2025-04-10 14:23:00+02:00,113.0,2.0,0.3953372462539468,0.36625483356537636,0.004529497685817337
