date,num_events,score_base,score_ajuste,surprise_max,impact_base,impact_base_corrected,impact_reel,facteur_parfait,trend,slope_pips,r_squared,momentum_24h,position_range
2025-09-11,11,44.30998119579334,84.18896427200734,200.0,22.503607055972605,17.057734148427233,51.7,3.0308832081760917,BAISSIER,-0.25764254155270205,0.537040370479497,-0.1230706117635085,0.07775377969760751
2025-01-15,11,44.30998119579335,84.18896427200735,200.0,22.50360705597261,17.057734148427237,49.9,2.925359228007484,HAUSSIER,0.445125447086051,0.53191600018506,0.45613145942574396,0.9348148148148158
2025-05-13,11,44.30998119579335,84.18896427200735,116.66666666666667,22.50360705597261,17.057734148427237,34.0,1.9932307365181254,NEUTRE,0.12468966968230562,0.07641972428859523,0.11808291042824635,0.6729452054794424
2025-07-15,11,44.30998119579334,84.18896427200734,233.33333333333334,22.503607055972605,17.057734148427233,24.6,1.442161062304291,NEUTRE,0.0004470860509165929,1.678927986414891e-06,-0.11203188205011025,0.566091954022972
