date,surprise,impact_reel,err_s92_11,err_s92_12,amelioration,amelioration_pct
2025-09-11,33.6,51.7,3.234749718401879,0.2,3.034749718401879,93.81714143563448
2025-01-15,27.5,49.9,10.314777037251943,6.681429031928332,3.6333480053236116,35.22468776786673
2025-05-13,-108.5,34.0,5.382707425945604,2.3999999999999986,2.9827074259456055,55.41277260525859
2025-07-15,-70.0,24.6,14.779988759190054,11.799999999999995,2.979988759190059,20.162320876848643
