datetime,open,high,low,close
2025-09-11 03:18:00+02:00,1.16972,1.16973,1.1697,1.16972
2025-09-11 03:19:00+02:00,1.16973,1.16973,1.16965,1.16968
2025-09-11 03:20:00+02:00,1.16969,1.16975,1.16969,1.16975
2025-09-11 03:21:00+02:00,1.16976,1.16976,1.16972,1.16975
2025-09-11 03:22:00+02:00,1.16975,1.16979,1.16975,1.16976
2025-09-11 03:23:00+02:00,1.1698,1.16985,1.1698,1.1698
2025-09-11 03:24:00+02:00,1.1698,1.16983,1.16978,1.16982
2025-09-11 03:25:00+02:00,1.16984,1.16984,1.16979,1.16982
2025-09-11 03:26:00+02:00,1.16981,1.16997,1.16981,1.16995
2025-09-11 03:27:00+02:00,1.16994,1.16996,1.16983,1.16985
2025-09-11 03:28:00+02:00,1.16986,1.1699,1.16983,1.16989
2025-09-11 03:29:00+02:00,1.16988,1.16998,1.16988,1.16998
2025-09-11 03:30:00+02:00,1.16994,1.16997,1.16983,1.16985
2025-09-11 03:31:00+02:00,1.16985,1.1699,1.16982,1.16982
2025-09-11 03:32:00+02:00,1.16982,1.16997,1.1698,1.16992
2025-09-11 03:33:00+02:00,1.16995,1.16995,1.16986,1.16987
2025-09-11 03:34:00+02:00,1.16987,1.16997,1.16987,1.16992
2025-09-11 03:35:00+02:00,1.1699,1.16996,1.1699,1.16996
2025-09-11 03:36:00+02:00,1.16996,1.16996,1.16984,1.16989
2025-09-11 03:37:00+02:00,1.16989,1.16992,1.16989,1.16992
2025-09-11 03:38:00+02:00,1.16991,1.17,1.16991,1.16998
2025-09-11 03:39:00+02:00,1.16995,1.16996,1.16985,1.16985
2025-09-11 03:40:00+02:00,1.16985,1.16985,1.16981,1.16983
2025-09-11 03:41:00+02:00,1.16985,1.16985,1.16977,1.16978
2025-09-11 03:42:00+02:00,1.16976,1.16979,1.16967,1.16969
2025-09-11 03:43:00+02:00,1.16967,1.16971,1.16967,1.16969
2025-09-11 03:44:00+02:00,1.1697,1.16973,1.16967,1.16973
2025-09-11 03:45:00+02:00,1.16972,1.16972,1.16955,1.16956
2025-09-11 03:46:00+02:00,1.16959,1.16959,1.16954,1.16958
2025-09-11 03:47:00+02:00,1.16957,1.1696,1.16955,1.16957
2025-09-11 03:48:00+02:00,1.1696,1.1696,1.16955,1.16957
2025-09-11 03:49:00+02:00,1.16958,1.16961,1.16957,1.16958
2025-09-11 03:50:00+02:00,1.16957,1.16959,1.16957,1.16959
2025-09-11 03:51:00+02:00,1.16959,1.16963,1.16957,1.16959
2025-09-11 03:52:00+02:00,1.16957,1.16962,1.16957,1.16959
2025-09-11 03:53:00+02:00,1.16961,1.16964,1.16958,1.16958
2025-09-11 03:54:00+02:00,1.16958,1.16959,1.16949,1.16949
2025-09-11 03:55:00+02:00,1.16949,1.16958,1.16949,1.16957
2025-09-11 03:56:00+02:00,1.16957,1.16958,1.16952,1.16957
2025-09-11 03:57:00+02:00,1.1696,1.16967,1.16957,1.16957
2025-09-11 03:58:00+02:00,1.16961,1.16961,1.16952,1.16958
2025-09-11 03:59:00+02:00,1.16958,1.16966,1.16958,1.16962
2025-09-11 04:00:00+02:00,1.16962,1.16967,1.1696,1.16962
2025-09-11 04:01:00+02:00,1.16962,1.16967,1.16958,1.16967
2025-09-11 04:02:00+02:00,1.16967,1.16973,1.16961,1.1697
2025-09-11 04:03:00+02:00,1.16968,1.1697,1.16963,1.16963
2025-09-11 04:04:00+02:00,1.16965,1.16968,1.16965,1.16968
2025-09-11 04:05:00+02:00,1.16967,1.16967,1.16958,1.16958
2025-09-11 04:06:00+02:00,1.1696,1.1696,1.16953,1.16955
2025-09-11 04:07:00+02:00,1.16956,1.16957,1.16954,1.16956
2025-09-11 04:08:00+02:00,1.16957,1.16965,1.16957,1.16964
2025-09-11 04:09:00+02:00,1.16966,1.16966,1.16963,1.16964
2025-09-11 04:10:00+02:00,1.16964,1.16966,1.16959,1.1696
2025-09-11 04:11:00+02:00,1.16959,1.16967,1.16957,1.16967
2025-09-11 04:12:00+02:00,1.16966,1.16968,1.16963,1.16963
2025-09-11 04:13:00+02:00,1.16965,1.16965,1.16963,1.16963
2025-09-11 04:14:00+02:00,1.16964,1.16964,1.16964,1.16964
2025-09-11 04:15:00+02:00,1.16964,1.16964,1.16959,1.16962
2025-09-11 04:16:00+02:00,1.16961,1.16963,1.16956,1.16957
2025-09-11 04:17:00+02:00,1.16952,1.16959,1.16952,1.16958
2025-09-11 04:18:00+02:00,1.16959,1.16961,1.16957,1.16958
2025-09-11 04:19:00+02:00,1.16957,1.1696,1.16956,1.1696
2025-09-11 04:20:00+02:00,1.16958,1.16971,1.16955,1.16971
2025-09-11 04:21:00+02:00,1.1697,1.16971,1.16967,1.1697
2025-09-11 04:22:00+02:00,1.16969,1.16974,1.16967,1.16968
2025-09-11 04:23:00+02:00,1.16967,1.16967,1.16954,1.16959
2025-09-11 04:24:00+02:00,1.16958,1.16961,1.16955,1.16955
2025-09-11 04:25:00+02:00,1.16956,1.16956,1.16952,1.16954
2025-09-11 04:26:00+02:00,1.16952,1.16952,1.16942,1.16943
