date,surprise_net,impact_reel,num_events,score_ajuste,direction_sentiment,peak_type,distance_peak_pips,momentum_24h,position_range,atr_24h,impact_baseline,impact_v2,impact_combined,erreur_baseline,erreur_v2,erreur_combined
2025-09-11,33.6,51.7,11,84.18896427200733,0.385,HIGH,-12.399999999999078,0.09043211193107203,0.8506024096385648,1.499023709902353,56.25901763993149,59.07196852192808,61.3462393100223,4.55901763993149,7.371968521928075,9.646239310022295
2025-01-15,27.5,49.9,11,81.23496552562112,0.44000000000000006,HIGH,-28.29999999999888,0.5374250331022635,0.6724537037037159,1.5781970649895194,53.58885386309182,56.26829655624641,58.74410160472126,3.688853863091822,6.368296556246413,8.84410160472126
2025-05-13,-108.5,34.0,11,84.18896427200733,0.55,HIGH,-10.699999999999044,0.20962851667580842,0.871239470517461,2.0703472222221944,56.25901763993149,39.38131234795204,41.5472845270894,22.259017639931493,5.38131234795204,7.547284527089403
2025-07-15,-70.0,24.6,11,84.18896427200733,-0.55,LOW,0.2999999999997449,-0.5629705681040409,0.00404312668463269,1.3957402234636809,56.25901763993149,39.38131234795204,37.215340168814684,31.65901763993149,14.781312347952039,12.615340168814683
