date,surprise_net,impact_reel,num_events,score_ajuste,direction_sentiment,peak_type,distance_peak_pips,hours_since_peak,momentum_24h,position_range,atr_24h,trend,impact_baseline,impact_v2,impact_combined,erreur_baseline,erreur_v2,erreur_combined
2025-09-11,33.6,51.7,11,84.18896427200733,-0.0008625470305688276,LOW,23.099999999998122,0.21666666666666667,-0.2875156768562759,0.3468468468468245,1.374198047419777,NEUTRE,56.25901763993149,59.07196852192808,59.06687328682424,4.55901763993149,7.371968521928075,7.366873286824237
2025-01-15,27.5,49.9,11,81.23496552562112,0.20116904372223524,HIGH,-12.399999999999078,5.283333333333333,0.3896812407450709,0.8310626702997378,1.5322851153039883,NEUTRE,53.58885386309182,56.26829655624641,57.40024049725635,3.688853863091822,6.368296556246413,7.50024049725635
2025-05-13,-108.5,34.0,11,84.18896427200733,-0.4996757370227254,HIGH,-20.800000000000818,22.95,0.10808765909153134,0.6989869753979706,2.026458333333308,BAISSIER,56.25901763993149,39.38131234795204,37.413523720713535,22.259017639931493,5.38131234795204,3.4135237207135347
2025-07-15,-70.0,24.6,11,84.18896427200733,0.49955067911642115,LOW,7.399999999999629,18.75,-0.14977362785961848,0.20163487738418268,1.2045391061452548,HAUSSIER,56.25901763993149,39.38131234795204,41.34860848074358,31.65901763993149,14.781312347952039,16.748608480743577
