datetime,close
2025-10-01T14:10:00Z,1.07010
2025-10-01T14:11:00Z,1.07015
2025-10-01T14:12:00Z,1.07005
2025-10-01T14:13:00Z,1.07025
2025-10-01T14:14:00Z,1.07020
2025-10-01T14:15:00Z,1.07040
2025-10-01T14:16:00Z,1.07055
2025-10-01T14:17:00Z,1.07050
2025-10-01T14:18:00Z,1.07035
2025-10-01T14:19:00Z,1.07060
2025-10-01T14:20:00Z,1.07045
2025-10-01T14:25:00Z,1.07080
2025-10-01T14:30:00Z,1.07110
2025-10-01T14:45:00Z,1.07070
2025-10-01T15:00:00Z,1.07095
