time_group,mfe_pips,max_score,max_surprise,pred_base,pred_v1,pred_v2,error_rel_base,error_rel_v1,error_rel_v2,gain_v2_vs_v1
2024-01-02 09:15:00+01:00,4.7,57.48,0.01702127659574462,12.88912296,12.88912296,12.88912296,174.23665872340422,174.23665872340422,174.23665872340422,0.0
2024-01-02 09:45:00+01:00,14.9,57.67,0.02027027027027024,12.949467340000002,12.949467340000002,12.949467340000002,13.0908232214765,13.0908232214765,13.0908232214765,0.0
2024-01-02 09:50:00+01:00,16.8,66.24,0.002380952380952415,15.67131648,15.67131648,15.67131648,6.718354285714291,6.718354285714291,6.718354285714291,0.0
2024-01-02 09:55:00+01:00,17.6,67.49,0.004640371229698277,16.06831898,16.06831898,16.06831898,8.702733068181821,8.702733068181821,8.702733068181821,0.0
2024-01-02 10:00:00+01:00,12.7,70.61,0.0045248868778279576,17.05923722,17.05923722,17.05923722,34.32470251968505,34.32470251968505,34.32470251968505,0.0
2024-01-02 10:30:00+01:00,36.6,58.29,0.004310344827586115,13.146380580000002,13.146380580000002,13.146380580000002,64.08092737704918,64.08092737704918,64.08092737704918,0.0
2024-01-02 15:45:00+01:00,10.9,71.84,0.006224066390041582,17.449887680000003,17.449887680000003,17.449887680000003,60.09071266055048,60.09071266055048,60.09071266055048,0.0
2024-01-03 16:00:00+01:00,17.9,70.95,0.006369426751592296,17.167221899999998,17.167221899999998,17.167221899999998,4.093732402234642,4.093732402234642,4.093732402234642,0.0
2024-01-04 08:45:00+01:00,7.9,62.84,0.02631578947368412,14.591469680000001,14.591469680000001,14.591469680000001,84.70214784810128,84.70214784810128,84.70214784810128,0.0
2024-01-04 09:15:00+01:00,13.6,72.52,0.0059880239520957515,17.665857039999995,17.665857039999995,17.665857039999995,29.89600764705879,29.89600764705879,29.89600764705879,0.0
2024-01-04 09:45:00+01:00,25.4,74.29,0.002061855670103122,18.22801258,18.22801258,18.22801258,28.236170944881877,28.236170944881877,28.236170944881877,0.0
2024-01-04 09:50:00+01:00,26.6,69.75,0.03160270880361187,16.7860995,16.7860995,16.7860995,36.89436278195489,36.89436278195489,36.89436278195489,0.0
2024-01-04 09:55:00+01:00,17.9,69.19,0.018595041322314022,16.60824238,16.60824238,16.60824238,7.216523016759768,7.216523016759768,7.216523016759768,0.0
2024-01-04 10:00:00+01:00,12.9,77.45,0.014553014553014464,19.2316349,19.2316349,19.2316349,49.08244108527131,49.08244108527131,49.08244108527131,0.0
2024-01-04 10:30:00+01:00,18.0,73.53,0.013282732447817755,17.98663506,17.98663506,17.98663506,0.07424966666666045,0.07424966666666045,0.07424966666666045,0.0
2024-01-04 14:00:00+01:00,20.7,55.29,0.33333333333333326,12.193574579999998,41.69520961097411,30.483936449999998,41.09384260869566,101.42613338634835,47.26539347826086,54.16073990808749
2024-01-04 14:30:00+01:00,16.1,71.98,0.06481481481481481,17.49435196,17.598022193837036,17.533228297688886,8.66057118012421,9.304485676006422,8.90203911608003,0.40244655992639267
2024-01-04 15:45:00+01:00,22.3,72.91,0.001960784313725518,17.789721819999997,17.789721819999997,17.789721819999997,20.225462690582976,20.225462690582976,20.225462690582976,0.0
2024-01-05 08:00:00+01:00,3.1,55.32,3.8,12.203102640000001,74.3794361913548,30.5077566,293.64847225806454,2299.336651334026,884.1211806451613,1415.2154706888648
2024-01-05 11:00:00+01:00,3.0,57.93,1.0,13.03204386,55.825467572620184,32.58010965,334.401462,1760.8489190873395,986.0036549999999,774.8452640873396
2024-01-05 14:30:00+01:00,28.0,86.5,0.27058823529411763,22.105933,73.28145030599713,55.2648325,21.050239285714284,161.71946537856115,97.37440178571427,64.34506359284688
2024-01-05 16:00:00+01:00,45.9,73.69,0.23809523809523808,18.03745138,58.778860026717055,45.09362845,60.70272030501089,28.058518576725618,1.7568007625272366,26.30171781419838
2024-01-08 08:00:00+01:00,5.3,46.38,0.7,9.363740759999999,36.89320656103244,23.409351899999997,76.67435396226414,596.0982370006121,341.6858849056603,254.4123520949518
2024-01-08 08:30:00+01:00,16.3,57.48,0.1333333333333333,12.88912296,39.51263299640429,13.050236997,20.925626012269944,142.40879138898336,19.937196337423313,122.47159505156004
2024-01-08 11:00:00+01:00,4.0,58.03,0.2666666666666666,13.063804059999999,43.21900073395818,32.659510149999996,226.59510149999997,980.4750183489546,716.4877537499999,263.98726459895465
2024-01-09 01:30:00+01:00,3.0,35.6,1.8,5.9399912,29.619787182130956,5.9399912,97.99970666666665,887.3262394043652,97.99970666666665,789.3265327376986
2024-01-09 08:00:00+01:00,12.7,49.75,4.499999999999999,10.4340595,66.49415254457901,26.085148750000002,17.84205118110236,423.5760042880237,105.39487204724412,318.18113224077956
2024-01-09 10:00:00+01:00,10.3,56.36,0.050632911392405104,12.533408719999997,12.536581734865822,12.53459860057468,21.683579805825207,21.714385775396316,21.69513204441437,0.019253730981947825
2024-01-09 11:00:00+01:00,9.2,56.9,0.01538461538461533,12.7049138,12.7049138,12.7049138,38.09688913043479,38.09688913043479,38.09688913043479,0.0
2024-01-10 01:30:00+01:00,9.9,34.27,0.022727272727272846,5.51758054,5.51758054,5.51758054,44.26686323232323,44.26686323232323,44.26686323232323,0.0
2024-01-11 10:00:00+01:00,14.4,58.61,6.5,13.248013219999999,92.77530666469865,33.120033049999996,7.999908194444454,544.2729629492961,130.00022951388888,414.27273343540725
2024-01-11 14:30:00+01:00,54.7,81.7,0.4999999999999999,20.581443400000005,75.59449878738181,51.45360850000001,62.3739608775137,38.19835244493932,5.934902193784267,32.26345025115505
2024-01-11 20:00:00+01:00,19.4,50.1,0.9770114942528736,10.545220200000001,44.91590769853765,26.3630505,45.64319484536081,131.52529741514257,35.892012886597946,95.63328452854464
2024-01-12 08:00:00+01:00,14.3,53.12,1.1428571428571428,11.504378239999998,50.949425834973475,28.7609456,19.549802517482537,256.2896911536606,101.1254937062937,155.16419744736692
2024-01-16 08:00:00+01:00,8.4,55.29,0.044117647058823505,12.193574579999998,12.193574579999998,12.193574579999998,45.16160214285711,45.16160214285711,45.16160214285711,0.0
2024-01-17 08:00:00+01:00,11.2,51.95,0.4999999999999999,11.132783900000002,40.89009709730726,27.831959750000003,0.6001437499999802,265.09015265452916,148.49964062500004,116.59051202952912
2024-01-17 11:00:00+01:00,9.1,59.03,8.061915511118111e-05,13.381406060000002,13.381406060000002,13.381406060000002,47.04841824175826,47.04841824175826,47.04841824175826,0.0
2024-01-17 14:30:00+01:00,15.1,78.63,1.0,19.60640526,83.98811060000375,49.01601315,29.843743443708604,456.2126529801573,224.60935860927148,231.60329437088583
2024-01-18 14:30:00+01:00,18.6,71.98,0.0966183574879227,17.49435196,17.820575141476326,17.616685653053622,5.944344301075279,4.190456228621913,5.2866362739052635,-1.0961800452833508
2024-01-19 08:00:00+01:00,5.5,50.25,5.4,10.592860499999999,70.77195251981144,26.482151249999994,92.59746363636361,1186.7627730874806,381.493659090909,805.2691139965716
2024-01-19 16:00:00+01:00,8.5,62.74,0.12571428571428567,14.559709480000002,44.41844818205982,14.725066180522859,71.2906997647059,422.5699786124685,73.23607271203363,349.33390590043484
2024-01-23 16:00:00+01:00,29.5,58.03,0.12587412587412591,13.063804059999999,39.85884336354443,13.2124847670465,55.71591844067797,35.114723266252305,55.21191604391017,-20.097192777657867
2024-01-24 01:30:00+01:00,1.4,38.38,0.004149377593361055,6.822924760000001,6.822924760000001,6.822924760000001,387.35176857142864,387.35176857142864,387.35176857142864,0.0
2024-01-24 09:15:00+01:00,8.6,68.83,0.022123893805309734,16.493905659999996,16.493905659999996,16.493905659999996,91.78960069767437,91.78960069767437,91.78960069767437,0.0
2024-01-24 09:30:00+01:00,19.6,66.28,0.03890160183066352,15.684020559999999,15.684020559999999,15.684020559999999,19.979486938775523,19.979486938775523,19.979486938775523,0.0
2024-01-24 10:00:00+01:00,37.5,63.94,0.04017857142857153,14.940831879999998,14.940831879999998,14.940831879999998,60.157781653333345,60.157781653333345,60.157781653333345,0.0
2024-01-24 10:30:00+01:00,18.4,66.86,0.012847965738757907,15.868229719999999,15.868229719999999,15.868229719999999,13.759621086956523,13.759621086956523,13.759621086956523,0.0
2024-01-24 15:45:00+01:00,32.1,71.84,0.050104384133611665,17.449887680000003,17.45061627656284,17.45016090371107,45.638979190031144,45.63670941880736,45.63812802582222,-0.0014186070148625163
2024-01-25 14:30:00+01:00,32.0,79.91,0.6499999999999999,20.01293582,77.58034307104748,50.032339549999996,37.4595755625,142.43857209702338,56.35106109374999,86.08751100327339
2024-01-26 01:01:00+01:00,8.3,20.78,0.09523809523809523,1.2331295600000003,1.2554433329904764,1.2331295600000003,85.14301734939758,84.87417671095811,85.14301734939758,-0.26884063843947104
2024-01-26 08:00:00+01:00,18.2,49.68,0.21224489795918364,10.411827359999998,33.45071087267795,26.0295684,42.79215736263737,83.7951146850437,43.01960659340659,40.77550809163711
2024-01-26 08:45:00+01:00,14.5,52.96,0.011111111111111112,11.45356192,11.45356192,11.45356192,21.009917793103448,21.009917793103448,21.009917793103448,0.0
2024-01-26 09:00:00+01:00,23.9,57.25,0.011764705882352988,12.816074500000001,12.816074500000001,12.816074500000001,46.376257322175725,46.376257322175725,46.376257322175725,0.0
2024-01-30 00:30:00+01:00,4.2,28.35,0.040000000000000036,3.6373767000000004,3.6373767000000004,3.6373767000000004,13.395792857142851,13.395792857142851,13.395792857142851,0.0
2024-01-30 01:30:00+01:00,4.8,33.03,1.7000000000000002,5.12375406,25.162873471671585,5.12375406,6.744876250000013,424.2265306598247,6.744876250000013,417.48165440982467
2024-01-30 09:00:00+01:00,8.3,64.87,0.3333333333333333,15.23620174,52.09929385812545,38.090504349999996,83.5686956626506,527.7023356400656,358.9217391566264,168.78059648343918
2024-01-30 10:00:00+01:00,5.3,61.96,0.6666666666666667,14.311979919999999,55.786672828810346,35.7799498,170.03735698113204,952.5787326190633,575.0933924528301,377.4853401662332
2024-01-30 16:00:00+01:00,20.3,60.04,0.0017391304347826335,13.70218408,13.70218408,13.70218408,32.501556256157635,32.501556256157635,32.501556256157635,0.0
2024-01-31 00:50:00+01:00,2.1,28.36,0.24999999999999994,3.64055272,11.939279598932734,3.64055272,73.35965333333333,468.53712375870157,73.35965333333333,395.17747042536826
2024-01-31 01:30:00+01:00,7.6,37.78,0.25000000000000006,6.63236356,21.750994707367646,6.63236356,12.732058421052628,186.19729878115325,12.732058421052628,173.4652403601006
2024-01-31 06:00:00+01:00,0.7,33.12,0.3548387096774194,5.152338239999999,17.796248889145446,5.152338239999999,636.0483199999999,2442.321269877921,636.0483199999999,1806.2729498779213
2024-01-31 08:45:00+01:00,5.3,62.84,0.03030303030303033,14.591469680000001,14.591469680000001,14.591469680000001,175.31074867924534,175.31074867924534,175.31074867924534,0.0
2024-01-31 09:55:00+01:00,13.0,61.5,0.01694915254237297,14.165883,14.165883,14.165883,8.968330769230763,8.968330769230763,8.968330769230763,0.0
2024-01-31 10:00:00+01:00,14.1,56.36,0.052631578947368356,12.533408719999997,12.546601781810525,12.538356118178946,11.110576453900729,11.017008639641666,11.075488523553572,-0.05847988391190562
2024-01-31 14:00:00+01:00,27.7,55.29,0.03125000000000003,12.193574579999998,12.193574579999998,12.193574579999998,55.97987516245488,55.97987516245488,55.97987516245488,0.0
2024-02-02 08:45:00+01:00,10.1,53.81,4.5,11.72352362,74.7116467898477,29.308809049999997,16.074491287128716,639.719275147007,190.1862282178218,449.5330469291852
2024-02-02 14:30:00+01:00,85.8,86.5,3.6,22.105933,132.81586731990149,55.2648325,74.23550932400931,54.797048158393345,35.58877331002331,19.20827484837003
2024-02-02 16:00:00+01:00,22.9,65.08,0.0012674271229403589,15.302898159999998,15.302898159999998,15.302898159999998,33.17511720524018,33.17511720524018,33.17511720524018,0.0
2024-02-05 09:45:00+01:00,11.5,61.47,0.007874015748031609,14.156354940000002,14.156354940000002,14.156354940000002,23.09873860869567,23.09873860869567,23.09873860869567,0.0
2024-02-05 09:50:00+01:00,12.0,68.83,0.009049773755656076,16.493905659999996,16.493905659999996,16.493905659999996,37.4492138333333,37.4492138333333,37.4492138333333,0.0
2024-02-05 09:55:00+01:00,16.9,66.28,0.002123142250530816,15.684020559999999,15.684020559999999,15.684020559999999,7.195144615384616,7.195144615384616,7.195144615384616,0.0
2024-02-05 10:30:00+01:00,11.8,66.86,0.00929368029739777,15.868229719999999,15.868229719999999,15.868229719999999,34.47652305084744,34.47652305084744,34.47652305084744,0.0
2024-02-05 15:45:00+01:00,13.6,71.42,0.007561436672967837,17.31649484,17.31649484,17.31649484,27.327167941176477,27.327167941176477,27.327167941176477,0.0
2024-02-05 16:00:00+01:00,17.7,73.69,0.026923076923076897,18.03745138,18.03745138,18.03745138,1.906504971751418,1.906504971751418,1.906504971751418,0.0
2024-02-06 01:30:00+01:00,3.9,33.03,28.0,5.12375406,49.842256240369416,5.12375406,31.378309230769247,1178.0065702658826,31.378309230769247,1146.6282610351134
2024-02-06 11:00:00+01:00,2.0,49.55,0.10000000000000009,10.370539099999997,31.111617299999992,10.448318143249999,418.5269549999998,1455.5808649999997,422.41590716249993,1033.1649578374997
2024-02-06 22:45:00+01:00,4.5,18.81,0.04761904761904766,0.607453619999999,0.607453619999999,0.607453619999999,86.5010306666667,86.5010306666667,86.5010306666667,0.0
