20250901 055800;1.171960;1.172040;1.171900;1.171940;0
20250901 055900;1.171950;1.171950;1.171860;1.171940;0
20250901 060000;1.171930;1.171940;1.171790;1.171790;0
20250901 060100;1.171810;1.171920;1.171800;1.171820;0
20250901 060200;1.171870;1.171940;1.171850;1.171920;0
20250901 060300;1.171910;1.172050;1.171910;1.171970;0
20250901 060400;1.171960;1.172060;1.171930;1.172060;0
20250901 060500;1.172060;1.172240;1.172060;1.172160;0
20250901 060600;1.172180;1.172210;1.172010;1.172010;0
20250901 060700;1.172020;1.172150;1.172010;1.172150;0
20250901 060800;1.172130;1.172140;1.172100;1.172130;0
20250901 060900;1.172120;1.172120;1.172040;1.172040;0
20250901 061000;1.172030;1.172110;1.172000;1.172110;0
20250901 061100;1.172100;1.172110;1.171940;1.171940;0
20250901 061200;1.171960;1.171960;1.171880;1.171890;0
20250901 061300;1.171900;1.171950;1.171880;1.171940;0
20250901 061400;1.171940;1.172060;1.171930;1.172060;0
20250901 061500;1.172040;1.172040;1.171940;1.172010;0
20250901 061600;1.172000;1.172280;1.171980;1.172270;0
20250901 061700;1.172280;1.172430;1.172260;1.172400;0
20250901 061800;1.172400;1.172420;1.172340;1.172400;0
20250901 061900;1.172390;1.172390;1.172310;1.172310;0
20250901 062000;1.172320;1.172320;1.172140;1.172160;0
20250901 062100;1.172160;1.172180;1.172040;1.172160;0
20250901 062200;1.172140;1.172160;1.172110;1.172110;0
20250901 062300;1.172120;1.172170;1.172000;1.172110;0
20250901 062400;1.172100;1.172280;1.172030;1.172270;0
20250901 062500;1.172280;1.172380;1.172260;1.172320;0
20250901 062600;1.172310;1.172410;1.172290;1.172370;0
20250901 062700;1.172370;1.172410;1.172320;1.172410;0
20250901 062800;1.172410;1.172480;1.172410;1.172460;0
20250901 062900;1.172450;1.172470;1.172350;1.172390;0
20250901 063000;1.172380;1.172610;1.172360;1.172510;0
20250901 063100;1.172520;1.172580;1.172470;1.172520;0
20250901 063200;1.172520;1.172520;1.172350;1.172410;0
20250901 063300;1.172410;1.172480;1.172410;1.172420;0
20250901 063400;1.172430;1.172430;1.172310;1.172350;0
20250901 063500;1.172360;1.172400;1.172350;1.172390;0
20250901 063600;1.172380;1.172380;1.172270;1.172300;0
20250901 063700;1.172290;1.172370;1.172240;1.172260;0
20250901 063800;1.172230;1.172330;1.172230;1.172270;0
20250901 063900;1.172300;1.172370;1.172290;1.172320;0
20250901 064000;1.172310;1.172400;1.172300;1.172340;0
20250901 064100;1.172330;1.172380;1.172290;1.172310;0
20250901 064200;1.172290;1.172290;1.172230;1.172270;0
20250901 064300;1.172250;1.172400;1.172250;1.172310;0
20250901 064400;1.172300;1.172300;1.172240;1.172240;0
20250901 064500;1.172220;1.172270;1.172140;1.172200;0
20250901 064600;1.172190;1.172270;1.172170;1.172210;0
20250901 064700;1.172230;1.172240;1.172130;1.172210;0
20250901 064800;1.172200;1.172220;1.172110;1.172140;0
20250901 064900;1.172150;1.172160;1.172080;1.172130;0
20250901 065000;1.172120;1.172140;1.172030;1.172140;0
20250901 065100;1.172120;1.172140;1.172120;1.172130;0
20250901 065200;1.172130;1.172130;1.171920;1.171990;0
20250901 065300;1.172000;1.172020;1.171890;1.171960;0
20250901 065400;1.171960;1.172080;1.171940;1.172050;0
20250901 065500;1.172040;1.172120;1.172020;1.172100;0
20250901 065600;1.172090;1.172120;1.172040;1.172110;0
20250901 065700;1.172100;1.172110;1.171980;1.171980;0
20250901 065800;1.171990;1.172000;1.171890;1.171930;0
20250901 065900;1.171920;1.171950;1.171880;1.171950;0
20250901 070000;1.171960;1.172030;1.171900;1.172010;0
20250901 070100;1.172010;1.172040;1.171940;1.172010;0
20250901 070200;1.172040;1.172130;1.172030;1.172110;0
20250901 070300;1.172110;1.172360;1.172110;1.172360;0
20250901 070400;1.172360;1.172590;1.172360;1.172540;0
20250901 070500;1.172560;1.172740;1.172550;1.172710;0
20250901 070600;1.172710;1.172900;1.172710;1.172840;0
20250901 070700;1.172810;1.172880;1.172740;1.172820;0
20250901 070800;1.172820;1.172840;1.172750;1.172750;0
20250901 070900;1.172750;1.172820;1.172690;1.172790;0
20250901 071000;1.172790;1.172790;1.172470;1.172550;0
20250901 071100;1.172550;1.172640;1.172520;1.172590;0
20250901 071200;1.172570;1.172620;1.172470;1.172540;0
20250901 071300;1.172570;1.172750;1.172570;1.172720;0
20250901 071400;1.172750;1.172750;1.172610;1.172610;0
20250901 071500;1.172590;1.172610;1.172450;1.172520;0
20250901 071600;1.172500;1.172560;1.172440;1.172440;0
20250901 071700;1.172430;1.172530;1.172390;1.172530;0
20250901 071800;1.172520;1.172560;1.172450;1.172520;0
20250901 071900;1.172510;1.172580;1.172500;1.172570;0
20250901 072000;1.172550;1.172590;1.172410;1.172410;0
20250901 072100;1.172450;1.172530;1.172430;1.172510;0
20250901 072200;1.172520;1.172520;1.172370;1.172460;0
20250901 072300;1.172470;1.172530;1.172450;1.172490;0
20250901 072400;1.172500;1.172660;1.172490;1.172660;0
20250901 072500;1.172660;1.172660;1.172490;1.172520;0
20250901 072600;1.172510;1.172630;1.172480;1.172600;0
20250901 072700;1.172590;1.172590;1.172500;1.172500;0
20250901 072800;1.172500;1.172590;1.172480;1.172560;0
20250901 072900;1.172540;1.172670;1.172530;1.172590;0
20250901 073000;1.172590;1.172650;1.172520;1.172560;0
20250901 073100;1.172540;1.172570;1.172520;1.172520;0
20250901 073200;1.172540;1.172560;1.172300;1.172320;0
20250901 073300;1.172330;1.172350;1.172260;1.172270;0
20250901 073400;1.172280;1.172280;1.172220;1.172230;0
20250901 073500;1.172220;1.172250;1.172150;1.172250;0
20250901 073600;1.172270;1.172370;1.172250;1.172300;0
20250901 073700;1.172310;1.172330;1.172180;1.172180;0
20250901 073800;1.172160;1.172270;1.172160;1.172210;0
20250901 073900;1.172220;1.172300;1.172220;1.172260;0
20250901 074000;1.172270;1.172270;1.172190;1.172240;0
20250901 074100;1.172220;1.172220;1.172090;1.172130;0
20250901 074200;1.172130;1.172220;1.172120;1.172170;0
20250901 074300;1.172160;1.172310;1.172160;1.172240;0
20250901 074400;1.172240;1.172240;1.172100;1.172120;0
20250901 074500;1.172120;1.172140;1.172080;1.172090;0
20250901 074600;1.172090;1.172100;1.172050;1.172050;0
20250901 074700;1.172040;1.172080;1.172040;1.172070;0
20250901 074800;1.172050;1.172130;1.172000;1.172130;0
20250901 074900;1.172130;1.172130;1.172020;1.172040;0
20250901 075000;1.172020;1.172070;1.172010;1.172070;0
20250901 075100;1.172060;1.172130;1.172050;1.172090;0
20250901 075200;1.172070;1.172090;1.171920;1.171940;0
20250901 075300;1.171930;1.171960;1.171900;1.171910;0
20250901 075400;1.171910;1.171920;1.171890;1.171900;0
20250901 075500;1.171890;1.171890;1.171290;1.171360;0
20250901 075600;1.171370;1.171570;1.171330;1.171540;0
20250901 075700;1.171540;1.171540;1.171430;1.171470;0
20250901 075800;1.171460;1.171580;1.171450;1.171530;0
20250901 075900;1.171520;1.171550;1.171430;1.171430;0
20250901 080000;1.171420;1.171610;1.171390;1.171500;0
20250901 080100;1.171520;1.171590;1.171500;1.171590;0
20250901 080200;1.171570;1.171620;1.171530;1.171620;0
