year,date,time,datetime,impact_pips,duration_min,direction,nb_events,score_cumule,score_moyen,surprise_max,surprise_moyenne,surprise_cumule,ratio_concordance,coherence_famille,has_high_importance,events_list,families_list
2024,2024-01-11,12:28:00,2024-01-11 12:28:00+01:00,57.9,38.0,-1,12,447.8870030099651,37.323916917497094,49.999999999999986,13.038287759748842,117.34458983773958,1.0,0.5833333333333334,True,US:None | US:Core Inflation Rate | US:None | US:Inflation Rate | US:None | US:Jobless Claims 4-week Average | US:None | US:None | US:None | US:None | US:None | US:None,Jobless Claims | CPI
2024,2024-04-05,12:26:00,2024-04-05 12:26:00+02:00,56.0,48.0,-1,13,737.4693183251342,61.455776527094514,51.5,14.193663964800992,99.35564775360695,1.0,0.4166666666666667,True,US:Average Hourly Earnings | US:None | US:None | US:None | US:None | US:None | US:None | US:U-6 Unemployment Rate | US:None | US:None | US:None | US:None | US:None,Other | Employment | NFP | Unemployment
2024,2024-07-11,12:26:00,2024-07-11 12:26:00+02:00,51.5,45.0,1,13,509.25291844296555,39.17330141868966,200.0,29.871033544639545,268.8393019017559,1.0,0.6923076923076923,True,US:None | US:Core Inflation Rate | US:None | US:CPI s.a | US:Inflation Rate | US:None | US:Jobless Claims 4-week Average | US:None | US:None | US:None | US:None | US:None | US:None,Jobless Claims | CPI
2024,2024-12-06,12:39:00,2024-12-06 12:39:00+01:00,50.5,41.0,-1,8,490.34781785091707,61.29347723136463,33.33333333333335,10.35994816586922,82.87958532695376,1.0,0.375,True,US:Average Hourly Earnings | US:Average Weekly Hours | US:Government Payrolls | US:Manufacturing Payrolls | US:Non Farm Payrolls | US:Nonfarm Payrolls Private | US:Participation Rate | US:Unemployment Rate,Other | Employment | NFP | Unemployment
2025,2025-09-17,18:08:00,2025-09-17 18:08:00+02:00,90.3,46.0,-1,13,827.8177746013645,63.67829035395111,0.0,0.0,0.0,1.0,0.7692307692307693,True,US:None | US:None | US:FOMC Minutes | US:Interest Rate Projection - 1st Yr | US:Interest Rate Projection - 2nd Yr | US:Interest Rate Projection - 3rd Yr | US:Interest Rate Projection - Current | US:Interest Rate Projection - Longer | US:None | US:None | US:None | US:None | US:None,Fed Rate | FOMC | Interest Rates
2025,2025-02-03,14:04:00,2025-02-03 14:04:00+01:00,83.8,38.0,1,6,570.0651491572811,95.01085819288018,149.99999999999997,52.99313268621919,317.95879611731516,1.0,0.6666666666666666,True,US:Construction Spending | US:None | US:None | US:None | US:None | US:None,Consumer | ISM
2025,2025-09-11,12:16:00,2025-09-11 12:16:00+02:00,72.6,53.0,1,5,195.90483475325084,39.180966950650166,0.0,0.0,0.0,1.0,0.4,True,EU:None | EU:None | EU:None | EU:None | EU:None,Other | ECB Rate | ECB | Interest Rates
2025,2025-01-17,13:24:00,2025-01-17 13:24:00+01:00,62.2,47.0,1,7,138.94171795798738,19.848816851141056,200.00000000000006,166.7965367965368,1000.7792207792209,1.0,0.42857142857142855,True,US:None | US:Industrial Production | US:Manufacturing Production | US:None | US:None | US:None | US:None,Other | Industrial Production | Manufacturing
2025,2025-02-27,12:29:00,2025-02-27 12:29:00+01:00,61.2,28.0,-1,26,748.897636589379,28.803755253437654,166.66666666666669,22.91868517955475,481.2923887706497,1.0,0.3076923076923077,True,US:None | US:None | US:Durable Goods Orders | US:Durable Goods Orders Ex Defense | US:Durable Goods Orders Ex Transp | US:GDP Growth Rate | US:GDP Price Index | US:Core PCE Prices | US:Gross Domestic Product | US:None | US:Jobless Claims 4-Week Average | US:None | US:PCE Prices | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:GDP Sales,Jobless Claims | GDP | Durable Goods | PCE | Other | Consumer
2025,2025-01-15,14:34:00,2025-01-15 14:34:00+01:00,60.2,59.0,-1,11,25.199964392161,25.199964392161,179.7272727272727,109.12223193473193,327.3666958041958,1.0,1.0,True,US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None | US:None,Trade Balance
