date,label,num_events,base_score,adjusted_score,max_surprise,impact_predicted,impact_real,error,error_pct
2025-09-11,11.09.2025 CPI US,11,44.30998119579334,84.18896427200734,33.33333333333335,56.259017639931514,51.7,4.559017639931511,8.818215937971976
2025-01-15,01.15.2025 CPI US,11,44.30998119579335,84.18896427200735,33.33333333333335,56.25901763993152,49.9,6.359017639931523,12.74352232451207
2025-05-13,05.13.2025 CPI US,11,44.30998119579335,84.18896427200735,33.33333333333333,56.25901763993152,34.0,22.25901763993152,65.46769894097505
2025-07-15,07.15.2025 CPI US,11,44.30998119579334,84.18896427200734,33.33333333333333,56.259017639931514,24.6,31.659017639931513,128.69519365825818
