cluster_time,trend_r2,impact_measured,total_score,n_events,amplification_ideal,trend_duration_hours
2023-03-14 16:30:00+00:00,0.5351571924450987,20.500000000001073,303.2845198728139,7,0.025547864097840853,8.733333333333333
2023-04-12 16:30:00+00:00,0.2442157714971541,4.500000000000615,300.23904070614725,7,0.005664953247057623,123.86666666666666
2023-08-10 12:30:00+00:00,0.534041387708696,41.29999999999967,366.2613693199901,9,0.03758700157820654,24.166666666666668
2023-09-13 12:30:00+00:00,0.1099348704344961,30.799999999999716,282.05518653948076,6,0.044580096188115335,35.28333333333333
2023-10-12 12:30:00+00:00,0.2595029913179689,54.69999999999864,366.2613693199901,9,0.04978229991108628,23.983333333333334
2023-11-14 13:30:00+00:00,0.7697333908435033,96.60000000000002,309.7300514043454,7,0.11788125797656816,113.76666666666668
2023-12-12 13:30:00+00:00,0.1753043452304212,34.899999999999935,297.074133907902,7,0.04440292372311157,162.8
2024-02-13 13:30:00+00:00,0.888324924963271,92.40000000000136,282.05518653948076,6,0.1337402885643492,4.316666666666666
2024-03-12 12:30:00+00:00,0.36484680878425,31.49999999999986,282.05518653948076,6,0.0455932801923909,94.78333333333332
2024-04-10 12:30:00+00:00,0.5414152427968426,96.00000000000053,304.303797650592,7,0.11923804332717773,119.25
2024-05-15 12:30:00+00:00,0.8486680232664496,39.70000000000029,464.1559087617013,12,0.024690847680876885,117.6
2024-06-12 12:30:00+00:00,0.5921861031507168,72.10000000000161,282.05518653948076,6,0.1043579524403642,287.51666666666665
2024-07-11 12:30:00+00:00,0.0087417385974336,52.49999999999977,366.2613693199901,9,0.04778008675195764,142.3
2024-08-14 12:30:00+00:00,0.0943735028178555,23.400000000000087,282.0551865394808,6,0.03386929385720494,222.28333333333333
2024-09-11 12:30:00+00:00,0.6016331798371294,44.69999999999974,282.05518653948076,6,0.0646990357015832,119.96666666666668
2024-10-10 12:30:00+00:00,0.872017633125867,23.799999999998267,366.26136931999,9,0.02166030599421932,243.53333333333333
2024-11-13 13:30:00+00:00,0.5414694908389036,28.099999999999792,337.0824365394815,8,0.029473058215856576,5.333333333333333
2024-12-11 13:30:00+00:00,0.6131786909587497,24.599999999999067,282.0551865394808,6,0.035606180721675505,111.5
2025-01-15 13:30:00+00:00,0.8878957353244481,52.1999999999978,448.01177697328734,12,0.03363492390233991,52.03333333333333
2025-02-12 13:30:00+00:00,0.431125415211709,49.9000000000005,321.43618653948124,7,0.05867549452414888,17.816666666666666
2025-03-12 12:30:00+00:00,0.3139261525017025,38.399999999998435,321.43618653948124,7,0.045153085966477005,18.1
2025-04-10 12:30:00+00:00,0.7842984002009193,32.69999999999884,427.8909804311018,11,0.023041899499164756,18.183333333333337
2025-05-13 12:30:00+00:00,0.7162583792269916,35.09999999999902,321.43618653948124,7,0.041272742641233415,108.36666666666666
2025-06-11 12:30:00+00:00,0.0953404814652966,52.400000000001334,343.6847976505925,8,0.05390461781763968,29.266666666666666
2025-07-15 12:30:00+00:00,0.0074040420973958,22.899999999999032,559.4422858920799,17,0.00992786200362982,30.116666666666667
2025-08-12 12:30:00+00:00,0.6129720712163909,51.00000000000104,343.6847976505925,8,0.05246441810495438,93.13333333333334
2025-09-11 12:30:00+00:00,0.1858687503572403,60.100000000000705,405.64236931999056,10,0.046852326519717866,339.98333333333335
2025-10-15 12:30:00+00:00,0.0780768462154187,11.400000000001407,448.0117769732874,12,0.007345558093615677,111.56666666666666
2025-10-24 12:30:00+00:00,0.0844750754691542,7.300000000001194,338.3595631628572,8,0.007627801996212762,41.983333333333334
