date,amplitude_pips,amp_pred_loo,impact_pred_loo,impact_real,error_abs
2024-10-04,200.59999999999968,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-01-06,151.9999999999988,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-02-03,197.89999999999975,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-03-10,81.2999999999997,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-04-07,88.79999999999998,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-06-02,143.4000000000002,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-08-04,95.79999999999922,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-10-06,119.10000000000088,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-11-03,131.09999999999954,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-02-02,115.5000000000017,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-03-08,159.59999999999974,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-04-05,151.40000000000154,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-05-03,101.39999999999816,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-08-02,59.40000000000056,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-09-06,93.00000000000084,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-05-05,105.99999999999945,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-07-07,98.1999999999994,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-09-01,117.09999999999889,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-07-05,121.4000000000004,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-01-05,262.6000000000017,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
