date,impact_real,impact_base,amplification_parfaite,r2,duration_minutes,amplitude_pips,score_base,score_ajuste,surprise_max,num_events,amp_interpolated,impact_pred_interpolated,impact_pred_baseline,impact_pred_mean_amp,amplitude_abs,amp_spline,impact_pred_spline,error_spline
2024-10-04,72.09999999999938,25.34378962112672,2.8448784131279417,0.8148841309446393,5973,177.4000000000009,44.036836400000006,83.66998916,81.42857142857143,10,2.8448784131279417,72.09999999999938,70.96261093915481,60.07627212226005,177.4000000000009,2.380020764597014,60.31874555185989,11.781254448139492
2023-01-06,103.6999999999999,33.70950933801298,3.076283281378445,0.7748355444236777,3179,131.09999999999954,43.125103888888894,76.18768353703706,25.000000000000007,9,3.076283281378445,103.6999999999999,94.38662614643631,79.90682081775824,131.09999999999954,2.320676044335875,78.2288507870432,25.471149212956703
2023-02-03,117.19999999999952,35.59630853333471,3.292476237816789,0.719613308895143,2292,100.59999999999958,43.125103888888894,81.93769738888889,216.66666666666663,9,3.292476237816789,117.19999999999952,99.66966389333716,84.37939037395905,100.59999999999958,2.2955769046671484,81.71406376052929,35.485936239470234
2023-03-10,100.09999999999852,35.59630853333471,2.812089346462944,0.8738056223120264,3366,65.50000000000055,43.125103888888894,81.93769738888889,133.33333333333331,9,2.812089346462944,100.09999999999852,99.66966389333716,84.37939037395905,65.50000000000055,2.387589658464552,84.98937813370343,15.11062186629509
2023-04-07,39.00000000000014,35.59630853333471,1.0956192258946738,0.3802590111668695,4173,55.30000000000035,43.125103888888894,81.93769738888889,120.0,9,1.0956192258946738,39.00000000000014,99.66966389333716,84.37939037395905,55.30000000000035,2.4531532489983623,87.32319993089817,48.32319993089803
2023-06-02,40.10000000000069,35.59630853333471,1.1265213066250517,0.8459337827920465,2618,127.5000000000004,43.125103888888894,81.93769738888889,133.33333333333331,9,1.1265213066250517,40.10000000000069,99.66966389333716,84.37939037395905,127.5000000000004,2.315125556070438,82.40992358729139,42.3099235872907
2023-08-04,85.50000000000057,25.34378962112672,3.3736075495484426,0.3440202319366251,3752,70.30000000000092,44.036836400000006,83.66998916,140.0,10,3.3736075495484426,85.50000000000057,70.96261093915481,60.07627212226005,70.30000000000092,2.3636932180336765,59.90494364672951,25.59505635327106
2023-10-06,72.79999999999953,25.34378962112672,2.87249859189618,0.8727555449169992,4122,105.20000000000084,44.036836400000006,83.66998916,240.0,10,2.87249859189618,72.79999999999953,70.96261093915481,60.07627212226005,105.20000000000084,2.2950736466464696,58.16586366560025,14.63413633439928
2023-11-03,82.1000000000005,25.34378962112672,3.23945239553131,0.6046064840762908,2508,129.5999999999986,44.036836400000006,83.66998916,250.0,10,3.23945239553131,82.1000000000005,70.96261093915481,60.07627212226005,129.5999999999986,2.3183171458944165,58.75494202059903,23.345057979401474
2023-12-08,47.59999999999876,25.34378962112672,1.8781721562397733,0.0,10080,253.70000000000115,44.036836400000006,83.66998916,33.33333333333335,10,1.8781721562397733,47.59999999999876,70.96261093915481,60.07627212226005,253.70000000000115,1.9381695840919382,49.120562189292755,1.5205621892939973
2024-02-02,100.49999999999892,25.34378962112672,3.965468523153364,0.7509180151413362,1739,102.30000000000184,44.036836400000006,83.66998916,360.0,10,3.965468523153364,100.49999999999892,70.96261093915481,60.07627212226005,102.30000000000184,2.295154410769662,58.167910534547374,42.332089465451546
2024-03-08,40.99999999999993,25.34378962112672,1.6177533278536256,0.8106485695090345,11277,143.9999999999997,44.036836400000006,83.66998916,140.0,10,1.6177533278536256,40.99999999999993,70.96261093915481,60.07627212226005,143.9999999999997,2.3424122200038706,59.365602509734494,18.365602509734565
2024-04-05,53.40000000000123,25.34378962112672,2.1070250660337986,0.724943030501171,4668,120.1999999999992,44.036836400000006,83.66998916,100.0,10,2.1070250660337986,53.40000000000123,70.96261093915481,60.07627212226005,120.1999999999992,2.3053483230711396,58.42626290333224,5.026262903331009
2024-05-03,60.80000000000085,25.34378962112672,2.3990098130122433,0.4754072499590884,2495,22.500000000000853,44.036836400000006,83.66998916,60.0,10,2.3990098130122433,60.80000000000084,70.96261093915481,60.07627212226005,22.500000000000853,2.828299428750945,71.67982570781683,10.879825707815982
2024-06-07,84.69999999999978,25.34378962112672,3.342041630956145,0.0,1872,38.10000000000091,44.036836400000006,83.66998916,60.0,10,3.342041630956145,84.69999999999978,70.96261093915481,60.07627212226005,38.10000000000091,2.615559293481964,66.28818447558973,18.411815524410045
2024-08-02,85.69999999999966,25.34378962112672,3.3814990291964735,0.4354476872634116,1591,54.89999999999995,44.036836400000006,83.66998916,200.0,10,3.3814990291964735,85.69999999999966,70.96261093915481,60.07627212226005,54.89999999999995,2.4561612130595303,62.24843305935214,23.451566940647524
2024-09-06,47.000000000001485,25.34378962112672,1.8544977172956816,0.9130751731832616,3991,80.59999999999957,44.036836400000006,83.66998916,33.33333333333335,10,1.8544977172956816,47.000000000001485,70.96261093915481,60.07627212226005,80.59999999999957,2.325807302318306,58.94477096923542,11.944770969233936
2023-05-05,44.500000000000654,35.59630853333471,1.2501296295465003,0.4758864226299755,2548,78.79999999999887,43.125103888888894,81.93769738888889,320.0,9,1.2501296295465003,44.500000000000654,99.66966389333716,84.37939037395905,78.79999999999887,2.3311953574434,82.98194919503274,38.48194919503209
2023-07-07,43.5999999999992,25.34378962112672,1.720342563278461,0.0,2165,51.40000000000144,44.036836400000006,83.66998916,33.33333333333335,10,1.720342563278461,43.5999999999992,70.96261093915481,60.07627212226005,51.40000000000144,2.4839672768773324,62.95314409094214,19.35314409094294
2023-09-01,20.999999999999908,25.34378962112672,0.8286053630469767,0.8184940763204976,2671,100.19999999999918,44.036836400000006,83.66998916,500.0,10,0.8286053630469767,20.999999999999908,70.96261093915481,60.07627212226005,100.19999999999918,2.2957183588616763,58.18220311634862,37.18220311634871
2024-07-05,25.599999999998957,25.34378962112672,1.0101093949524682,0.9153221857499028,4336,115.10000000000132,44.036836400000006,83.66998916,233.33333333333337,10,1.0101093949524682,25.599999999998957,70.96261093915481,60.07627212226005,115.10000000000132,2.300113019255841,58.293580464834626,32.69358046483567
2024-01-05,77.5999999999999,25.34378962112672,3.06189410344979,0.7189001470976119,1649,49.20000000000036,44.036836400000006,83.66998916,33.33333333333335,10,3.06189410344979,77.5999999999999,70.96261093915481,60.07627212226005,49.20000000000036,2.5028426906035413,63.4315186054309,14.168481394568992
