exit_pct,gain_total,gain_manque,perte_evitee,efficacite
0.7,322.05194915292856,475.6480508470704,9.665305504348012,40.37256476782362
0.75,344.14851694956644,453.5514830504326,11.262827326087073,43.14259959252438
0.8,366.24508474620427,431.4549152537947,12.860349147826135,45.91263441722512
0.85,388.34165254284204,409.35834745715687,14.457870969565192,48.682669241925865
0.9,410.43822033948,387.261779660519,16.055392791304254,51.45270406662663
