date,cluster_anchor_time,jaccard_similarity,n_events,n_core_events,impact_real,n_core_total
2025-09-11,2025-09-11 14:30:00+02:00,1.0,9,9,,
2023-08-10 00:00:00,2023-08-10 14:30:00+02:00,0.75,12,9,,9.0
2023-10-12 00:00:00,2023-10-12 14:30:00+02:00,0.75,12,9,,9.0
2024-01-11 00:00:00,2024-01-11 14:30:00+01:00,0.75,12,9,,9.0
2024-07-11 00:00:00,2024-07-11 14:30:00+02:00,0.75,12,9,,9.0
2024-10-10 00:00:00,2024-10-10 14:30:00+02:00,0.75,12,9,,9.0
2025-04-10 00:00:00,2025-04-10 14:30:00+02:00,0.75,12,9,,9.0
