ts_utc,open,high,low,close,volume
2025-07-15 18:14:00+02:00,1.16074,1.16088,1.16072,1.16074,120
2025-07-15 18:15:00+02:00,1.16074,1.16092,1.1607,1.16092,94
2025-07-15 18:16:00+02:00,1.16094,1.16114,1.1609,1.1611,206
2025-07-15 18:17:00+02:00,1.1611,1.16121,1.16106,1.16113,166
2025-07-15 18:18:00+02:00,1.16114,1.16116,1.16089,1.16101,121
2025-07-15 18:19:00+02:00,1.161,1.161,1.16082,1.16091,110
2025-07-15 18:20:00+02:00,1.1609,1.16095,1.16086,1.16086,102
2025-07-15 18:21:00+02:00,1.16084,1.16084,1.16064,1.1607,120
2025-07-15 18:22:00+02:00,1.1607,1.1608,1.16059,1.16068,127
2025-07-15 18:23:00+02:00,1.16069,1.16072,1.16054,1.16059,119
2025-07-15 18:24:00+02:00,1.16058,1.16058,1.16049,1.16052,106
2025-07-15 18:25:00+02:00,1.1605,1.16052,1.16039,1.1604,62
2025-07-15 18:26:00+02:00,1.1604,1.16053,1.16039,1.16039,108
2025-07-15 18:27:00+02:00,1.1604,1.16055,1.16036,1.1604,124
2025-07-15 18:28:00+02:00,1.1604,1.16042,1.16037,1.1604,83
2025-07-15 18:29:00+02:00,1.16039,1.16042,1.16028,1.16034,154
2025-07-15 18:30:00+02:00,1.16032,1.16033,1.16021,1.16024,200
