date,cluster_anchor_time,jaccard_similarity,n_events,n_core_events,impact_real,n_core_total
2024-09-18,2024-09-18 20:00:00+02:00,1.0,6,6,,
2023-09-20 00:00:00,2023-09-20 20:00:00+02:00,1.0,6,6,,6.0
2023-12-13 00:00:00,2023-12-13 20:00:00+01:00,1.0,6,6,,6.0
