base_date,target_date,amp_pred,impact_pred,impact_real,error_abs
2023-01-06,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-01-06,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-01-06,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-01-06,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-01-06,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-01-06,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-01-06,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-02-03,2024-10-04,2.192605481246262,55.56893203883457,72.09999999999938,16.531067961164815
2023-02-03,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-02-03,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-02-03,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-02-03,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-02-03,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-02-03,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-02-03,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-02-03,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-02-03,2024-03-08,3.0400965118577865,77.04756642444492,40.99999999999993,36.047566424444994
2023-02-03,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-02-03,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-02-03,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-02-03,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-02-03,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-02-03,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-02-03,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-02-03,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-02-03,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-03-10,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-03-10,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-03-10,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-03-10,2023-04-07,2.045372881283318,72.80772414787677,39.00000000000014,33.80772414787663
2023-03-10,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-03-10,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-03-10,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-03-10,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-03-10,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-03-10,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-03-10,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-03-10,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-03-10,2024-08-02,1.0956192258946738,27.767143165936325,85.69999999999966,57.93285683406334
2023-03-10,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-03-10,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-03-10,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-03-10,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-03-10,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-03-10,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-04-07,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-04-07,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-04-07,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-04-07,2023-03-10,2.3862213884040404,84.94067277047253,100.09999999999852,15.159327229525985
2023-04-07,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-04-07,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-04-07,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-04-07,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-04-07,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-04-07,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-04-07,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-04-07,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-04-07,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-04-07,2024-09-06,3.265176448263026,82.75194498063588,47.000000000001485,35.7519449806344
2023-04-07,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-04-07,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-04-07,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-04-07,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-04-07,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-06-02,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-06-02,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-06-02,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-06-02,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-06-02,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-06-02,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-06-02,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-06-02,2023-11-03,1.36477879526872,34.58866666666522,82.1000000000005,47.51133333333529
2023-06-02,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-06-02,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-06-02,2024-04-05,3.0809675621675012,78.08339372508881,53.40000000000123,24.683393725087583
2023-06-02,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-06-02,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-06-02,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-06-02,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-06-02,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-06-02,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-06-02,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-06-02,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-08-04,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-08-04,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-08-04,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-08-04,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-08-04,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-08-04,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-08-04,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-08-04,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-08-04,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-08-04,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-08-04,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-08-04,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-08-04,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-08-04,2024-09-06,1.3747509298321845,34.84139834711522,47.000000000001485,12.158601652886261
2023-08-04,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-08-04,2023-07-07,2.191576633691663,55.54285714285861,43.5999999999992,11.94285714285941
2023-08-04,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-08-04,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2023-08-04,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-10-06,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-10-06,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-10-06,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-10-06,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-10-06,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-10-06,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-10-06,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-10-06,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-10-06,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-10-06,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-10-06,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-10-06,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-10-06,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-10-06,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-10-06,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-10-06,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-10-06,2023-09-01,3.164015200252661,80.18813559325058,20.999999999999908,59.18813559325067
2023-10-06,2024-07-05,1.56907980873882,39.76642857143441,25.599999999998957,14.166428571435453
2023-10-06,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-11-03,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-11-03,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-11-03,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-11-03,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-11-03,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-11-03,2023-06-02,1.8145142204120728,64.59000802791144,40.10000000000069,24.490008027910747
2023-11-03,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-11-03,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-11-03,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2023-11-03,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-11-03,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-11-03,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2023-11-03,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2023-11-03,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2023-11-03,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2023-11-03,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2023-11-03,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2023-11-03,2024-07-05,2.7072414825907116,68.6117585883662,25.599999999998957,43.01175858836724
2023-11-03,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-02-02,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-02-02,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2024-02-02,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2024-02-02,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2024-02-02,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2024-02-02,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2024-02-02,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2024-02-02,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-02-02,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-02-02,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-02-02,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-02-02,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-02-02,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-02-02,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2024-02-02,2023-05-05,1.9388913117484272,69.01737334559907,44.500000000000654,24.517373345598415
2024-02-02,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2024-02-02,2023-09-01,2.6248086739799787,66.52259882905717,20.999999999999908,45.522598829057266
2024-02-02,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-02-02,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-03-08,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-03-08,2023-01-06,2.1223212101857682,71.54240665302017,103.6999999999999,32.15759334697974
2024-03-08,2023-02-03,2.857734239141858,101.72478968276809,117.19999999999952,15.47521031723143
2024-03-08,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2024-03-08,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2024-03-08,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2024-03-08,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2024-03-08,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-03-08,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-03-08,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-03-08,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-03-08,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-03-08,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-03-08,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2024-03-08,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2024-03-08,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2024-03-08,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-03-08,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-03-08,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-04-05,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-04-05,2023-01-06,1.3872987993759882,46.76516183217907,103.6999999999999,56.934838167820836
2024-04-05,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2024-04-05,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2024-04-05,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2024-04-05,2023-06-02,3.1434246393552137,111.89431331377456,40.10000000000069,71.79431331377387
2024-04-05,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2024-04-05,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-04-05,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-04-05,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-04-05,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-04-05,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-04-05,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-04-05,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2024-04-05,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2024-04-05,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2024-04-05,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-04-05,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-04-05,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-05-03,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-05-03,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2024-05-03,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2024-05-03,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2024-05-03,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2024-05-03,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2024-05-03,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2024-05-03,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-05-03,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-05-03,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-05-03,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-05-03,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-05-03,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-05-03,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2024-05-03,2023-05-05,2.7325958862277098,97.27032626308274,44.500000000000654,52.77032626308208
2024-05-03,2023-07-07,2.8739656860185456,72.83718172479115,43.5999999999992,29.237181724791952
2024-05-03,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-05-03,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-05-03,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-08-02,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-08-02,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2024-08-02,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2024-08-02,2023-03-10,1.0956192258946738,39.00000000000014,100.09999999999852,61.099999999998374
2024-08-02,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2024-08-02,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2024-08-02,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2024-08-02,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-08-02,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-08-02,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-08-02,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-08-02,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-08-02,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-08-02,2024-09-06,2.462412220087363,62.40685726638572,47.000000000001485,15.406857266384236
2024-08-02,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2024-08-02,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2024-08-02,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-08-02,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-08-02,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2024-09-06,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2024-09-06,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2024-09-06,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2024-09-06,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2024-09-06,2023-04-07,3.102529796334774,110.43860786419671,39.00000000000014,71.43860786419657
2024-09-06,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2024-09-06,2023-08-04,1.560838732457046,39.55756846789747,85.50000000000057,45.9424315321031
2024-09-06,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2024-09-06,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2024-09-06,2024-02-02,0.8893656176774347,22.539895110680327,100.49999999999892,77.96010488931859
2024-09-06,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2024-09-06,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2024-09-06,2024-05-03,1.5274346930295277,38.71098352015062,60.80000000000085,22.08901647985023
2024-09-06,2024-08-02,2.812089346462944,71.26900079256858,85.69999999999966,14.430999207431086
2024-09-06,2023-05-05,2.9100530801504956,103.58714728941803,44.500000000000654,59.08714728941737
2024-09-06,2023-07-07,2.9559228053185307,74.91428571428357,43.5999999999992,31.314285714284367
2024-09-06,2023-09-01,3.479704109262026,88.18888888890693,20.999999999999908,67.18888888890703
2024-09-06,2024-07-05,2.9428314042595733,74.58249999999954,25.599999999998957,48.982500000000584
2024-09-06,2024-01-05,2.8448784131279417,72.09999999999938,77.5999999999999,5.500000000000512
2023-05-05,2024-10-04,3.282853799442896,83.1999560499973,72.09999999999938,11.099956049997914
2023-05-05,2023-01-06,2.0712246949476,69.8199681954592,103.6999999999999,33.88003180454071
2023-05-05,2023-02-03,2.7640677367806106,98.3906079654788,117.19999999999952,18.809392034520727
2023-05-05,2023-03-10,1.6787518287778196,59.75736804807514,100.09999999999852,40.34263195192337
2023-05-05,2023-04-07,2.1982485585352483,78.24953392257898,39.00000000000014,39.249533922578834
2023-05-05,2023-06-02,2.5533018461313706,90.88812029362536,40.10000000000069,50.78812029362467
2023-05-05,2023-08-04,1.7822603266710462,45.16923076923158,85.50000000000057,40.330769230768986
2023-05-05,2023-10-06,0.9130258430030734,23.13953488372177,72.79999999999953,49.66046511627776
2023-05-05,2023-11-03,1.0614364650990122,26.900822467661783,82.1000000000005,55.19917753233872
2023-05-05,2024-02-02,0.9886465808775424,25.05605095540668,100.49999999999892,75.44394904459224
2023-05-05,2024-03-08,3.1120799364749936,78.87189919415165,40.99999999999993,37.87189919415172
2023-05-05,2024-04-05,2.9402533761636898,74.51716299830012,53.40000000000123,21.117162998298895
2023-05-05,2024-05-03,2.1356259778215785,54.124855491323125,60.80000000000085,6.675144508677725
