movement_id,direction,impact_pips,pattern_type_v1,pattern_type_v2
223,UP,42.76999999999642,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
224,UP,41.94999999999727,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
225,DOWN,65.69000000000047,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
226,UP,64.61999999999968,SINGLE_WAVE_FORT,DOUBLE_WAVE_UP
227,DOWN,45.13999999999907,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
228,DOWN,67.31000000000043,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
229,DOWN,51.28000000000243,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
230,UP,87.01999999999987,DOUBLE_WAVE,DOUBLE_WAVE_UP
231,UP,56.12999999999868,DOUBLE_WAVE,DOUBLE_WAVE_UP
232,DOWN,41.68999999999867,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
233,UP,40.439999999999365,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
234,UP,42.67999999999938,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
235,DOWN,59.15000000000114,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
236,DOWN,59.02999999999992,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
237,UP,66.19000000000153,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
238,UP,52.46000000000084,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
239,DOWN,62.750000000000306,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
240,DOWN,41.22000000000181,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
241,DOWN,59.86000000000047,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
242,DOWN,42.38000000000186,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
243,UP,41.62999999999917,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
244,UP,57.44999999999667,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
245,UP,55.9899999999991,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
246,UP,67.23999999999953,DOUBLE_WAVE,DOUBLE_WAVE_UP
247,UP,51.26000000000186,DOUBLE_WAVE,SINGLE_WAVE_FORT_UP
248,UP,45.29000000000005,SINGLE_WAVE_FORT,DOUBLE_WAVE_UP
249,UP,46.10000000000003,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
250,DOWN,55.010000000002,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
251,UP,43.56999999999944,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
252,UP,42.03999999999874,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
253,UP,59.9700000000003,DOUBLE_WAVE,DOUBLE_WAVE_UP
254,DOWN,40.12000000000127,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
255,DOWN,53.709999999997926,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
256,UP,49.59000000000158,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
257,UP,40.559999999998375,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
258,UP,40.940000000000424,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
259,DOWN,85.29000000000231,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
260,UP,87.08999999999855,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
261,UP,123.1699999999991,DOUBLE_WAVE,DOUBLE_WAVE_UP
262,UP,60.28000000000144,DOUBLE_WAVE,DOUBLE_WAVE_UP
263,DOWN,79.18000000000092,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
264,DOWN,86.39000000000064,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
265,UP,83.5399999999975,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
266,DOWN,70.46999999999804,SINGLE_WAVE_STANDARD,SINGLE_WAVE_FORT_DOWN
267,DOWN,80.32999999999957,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
268,UP,108.23000000000027,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
269,DOWN,57.940000000000765,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
270,DOWN,60.13999999999964,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
271,DOWN,50.66999999999933,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
272,DOWN,54.53000000000152,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
273,DOWN,63.429999999997655,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
274,DOWN,62.48999999999949,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
275,UP,44.02999999999935,DOUBLE_WAVE,DOUBLE_WAVE_UP
276,UP,60.860000000000355,DOUBLE_WAVE,DOUBLE_WAVE_UP
277,UP,51.95000000000061,DOUBLE_WAVE,SINGLE_WAVE_FORT_UP
278,DOWN,81.08000000000004,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
279,UP,40.040000000001186,DOUBLE_WAVE,SINGLE_WAVE_STANDARD_UP
280,UP,57.940000000000765,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
281,DOWN,118.59999999999982,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_DOWN
282,UP,59.200000000001474,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
283,UP,60.94999999999962,DOUBLE_WAVE,DOUBLE_WAVE_UP
284,UP,86.37000000000006,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
285,DOWN,79.81000000000238,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
286,UP,160.1499999999989,DOUBLE_WAVE,DOUBLE_WAVE_UP
287,UP,54.25999999999931,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
288,UP,133.43000000000106,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
289,DOWN,86.85000000000053,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
290,DOWN,83.31000000000088,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
291,DOWN,67.64000000000215,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
292,UP,54.349999999998566,DOUBLE_WAVE,DOUBLE_WAVE_UP
293,UP,48.69000000000234,SINGLE_WAVE_FORT,DOUBLE_WAVE_UP
294,DOWN,87.90999999999994,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
295,UP,51.079999999998904,DOUBLE_WAVE,DOUBLE_WAVE_UP
296,UP,50.45000000000188,DOUBLE_WAVE,DOUBLE_WAVE_UP
297,DOWN,45.41000000000128,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
298,DOWN,44.73000000000171,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
299,UP,40.419999999998794,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
300,DOWN,42.44000000000136,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
301,UP,63.71999999999822,DOUBLE_WAVE,DOUBLE_WAVE_UP
302,UP,57.92000000000242,DOUBLE_WAVE,DOUBLE_WAVE_UP
303,DOWN,42.36999999999824,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
304,UP,43.86999999999919,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
305,DOWN,46.65000000000141,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
306,DOWN,42.989999999998304,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
307,DOWN,110.22000000000088,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
308,UP,53.8700000000003,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
309,UP,55.39999999999878,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
310,DOWN,80.10000000000073,DOUBLE_WAVE,DOUBLE_WAVE_DOWN
311,UP,45.29999999999923,DOUBLE_WAVE,DOUBLE_WAVE_UP
312,DOWN,45.679999999999055,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
313,UP,53.56000000000138,DOUBLE_WAVE,SINGLE_WAVE_FORT_UP
314,UP,43.73999999999878,SINGLE_WAVE_FORT,DOUBLE_WAVE_UP
315,DOWN,45.83000000000004,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
316,UP,40.48999999999747,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
317,DOWN,48.88999999999921,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
318,UP,61.97999999999926,SINGLE_WAVE_FORT,SINGLE_WAVE_FORT_UP
319,DOWN,48.50000000000021,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
320,UP,40.86999999999952,DOUBLE_WAVE,DOUBLE_WAVE_UP
321,DOWN,48.55555555555391,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
322,DOWN,52.650000000002976,SINGLE_WAVE_STANDARD,SINGLE_WAVE_FORT_DOWN
323,DOWN,62.87999999999849,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
324,DOWN,122.93999999999804,SINGLE_WAVE_FAIBLE,DOUBLE_WAVE_DOWN
325,DOWN,55.04999999999871,SINGLE_WAVE_FAIBLE,SINGLE_WAVE_FORT_DOWN
