group_id,pattern_type,movement_id,movement_datetime,impact_pips,num_events,total_score,peak1_amplitude_pips,peak1_time_min,peak2_amplitude_pips,peak2_time_min,dip_ratio,high_events,n_high_events
1,DOUBLE_WAVE,147,2024-04-23 08:30:00+02:00,55.04999999999871,12,168.6878839726409,53.90000000000006,70.0,41.89999999999916,118.0,0.5417439703154046,,0
1,DOUBLE_WAVE,160,2024-08-05 13:53:00+02:00,57.67999999999552,1,8.168421052631567,56.199999999999584,66.0,50.799999999999734,111.0,0.4501779359430498,,0
1,DOUBLE_WAVE,165,2024-09-04 15:57:00+02:00,41.85000000000105,10,219.137315718806,41.80000000000072,70.0,30.000000000001137,94.0,0.4401913875598163,,0
1,DOUBLE_WAVE,172,2024-09-27 14:19:00+02:00,45.88999999999732,16,340.8224111555756,45.2000000000008,62.0,36.200000000001786,88.0,0.3938053097344826,,0
1,DOUBLE_WAVE,189,2024-11-22 11:15:00+01:00,43.97999999999902,8,124.09560868108102,49.9000000000005,52.0,39.5000000000012,83.0,0.4288577154308635,,0
1,DOUBLE_WAVE,194,2024-11-26 09:18:00+01:00,43.3400000000006,9,91.39747368421176,39.29999999999989,65.0,32.7999999999995,115.0,0.6819338422391916,,0
1,DOUBLE_WAVE,196,2024-11-27 08:21:00+01:00,54.35999999999774,6,84.89027272727357,52.60000000000042,69.0,41.700000000000074,90.0,0.4942965779467518,,0
1,DOUBLE_WAVE,198,2024-11-27 16:22:00+01:00,42.04999999999792,28,533.7842993008431,43.29999999999945,42.0,38.3,57.0,0.3695150115473594,,0
1,DOUBLE_WAVE,200,2024-12-04 15:25:00+01:00,61.189999999999856,25,680.7718198945287,63.999999999999616,70.0,57.49999999999922,99.0,0.3953124999999901,,0
1,DOUBLE_WAVE,205,2024-12-20 17:18:00+01:00,42.62999999999906,3,42.74949999999999,45.80000000000028,70.0,32.90000000000015,106.0,0.366812227074261,,0
1,DOUBLE_WAVE,218,2025-01-17 15:28:00+01:00,61.70000000000009,16,276.50989701818776,59.70000000000031,53.0,45.100000000000136,69.0,0.3685092127303129,,0
1,DOUBLE_WAVE,221,2025-01-20 20:27:00+01:00,42.08999999999907,2,22.36977990430595,41.29999999999967,56.0,31.799999999999606,80.0,0.5399515738498721,,0
1,DOUBLE_WAVE,230,2025-02-03 16:07:00+01:00,87.01999999999987,8,206.46787826287863,85.89999999999876,46.0,75.9999999999983,56.0,0.3166472642607535,,0
1,DOUBLE_WAVE,231,2025-02-03 22:17:00+01:00,56.12999999999868,2,29.90245726495739,55.59999999999788,39.0,54.59999999999798,78.0,0.3147482014388462,,0
1,DOUBLE_WAVE,246,2025-03-05 14:48:00+01:00,67.23999999999953,10,244.66593524855568,63.69999999999987,63.0,58.30000000000002,82.0,0.3516483516483555,,0
1,DOUBLE_WAVE,253,2025-03-14 11:02:00+01:00,59.9700000000003,17,194.48433204730645,59.29999999999991,60.0,53.10000000000148,118.0,0.424957841483956,,0
1,DOUBLE_WAVE,261,2025-04-03 11:13:00+02:00,123.1699999999991,23,312.4391568368037,138.3000000000001,70.0,112.000000000001,78.0,0.3984092552422198,,0
1,DOUBLE_WAVE,262,2025-04-03 13:13:00+02:00,60.28000000000144,6,130.46027337370785,57.800000000001184,63.0,49.600000000000755,106.0,0.6314878892733315,,0
1,DOUBLE_WAVE,275,2025-04-08 18:13:00+02:00,44.02999999999935,1,10.970833333332733,43.50000000000076,69.0,40.10000000000069,88.0,0.3057471264367885,,0
1,DOUBLE_WAVE,277,2025-04-09 05:59:00+02:00,51.95000000000061,5,39.111250000001,51.70000000000119,70.0,45.2000000000008,122.0,0.7717601547388484,,0
1,DOUBLE_WAVE,279,2025-04-09 11:10:00+02:00,40.040000000001186,15,154.05615347553095,34.79999999999927,70.0,27.399999999999647,107.0,0.9367816091954336,,0
1,DOUBLE_WAVE,286,2025-04-11 01:33:00+02:00,160.1499999999989,5,57.04917825311945,164.29999999999944,70.0,145.29999999999933,78.0,0.4290931223371895,,0
1,DOUBLE_WAVE,295,2025-04-14 16:12:00+02:00,51.079999999998904,1,18.67725000000041,46.800000000000175,63.0,43.80000000000051,87.0,0.5192307692307528,,0
1,DOUBLE_WAVE,296,2025-04-15 09:06:00+02:00,50.45000000000188,24,225.66828467128337,48.39999999999955,69.0,35.199999999999676,83.0,0.500000000000023,,0
1,DOUBLE_WAVE,302,2025-04-21 08:57:00+02:00,57.92000000000242,1,16.445555555555064,55.70000000000075,70.0,53.49999999999966,122.0,0.5206463195691357,,0
1,DOUBLE_WAVE,310,2025-04-23 15:14:00+02:00,80.10000000000073,8,182.10963279841815,6.399999999999739,5.0,4.899999999998794,16.0,1.4687499999999676,,0
1,DOUBLE_WAVE,311,2025-04-25 15:43:00+02:00,45.29999999999923,13,227.53996770786975,43.39999999999789,68.0,38.3,121.0,0.5253456221198038,,0
1,DOUBLE_WAVE,313,2025-04-28 16:21:00+02:00,53.56000000000138,1,18.311351351351703,53.19999999999992,30.0,45.199999999998575,122.0,0.8045112781955015,,0
1,DOUBLE_WAVE,320,2025-05-06 15:16:00+02:00,40.86999999999952,18,262.5358685905458,41.799999999998505,70.0,34.79999999999927,91.0,0.6291866028708144,,0
1,DOUBLE_WAVE,327,2025-05-14 09:21:00+02:00,66.42000000000037,29,268.26886486192666,64.50000000000067,75.0,60.80000000000085,106.0,0.3054263565891483,,0
1,DOUBLE_WAVE,338,2025-06-02 15:37:00+02:00,41.51000000000238,14,313.1822743981434,41.900000000001384,69.0,30.90000000000037,118.0,0.4844868735083315,,0
1,DOUBLE_WAVE,342,2025-06-12 11:51:00+02:00,51.409999999998405,45,550.1354375104405,51.89999999999806,70.0,48.09999999999981,84.0,0.3699421965317906,,0
1,DOUBLE_WAVE,343,2025-06-12 13:52:00+02:00,44.929999999998586,19,312.03030505608774,45.999999999999375,48.0,44.10000000000025,61.0,0.7152173913043608,,0
1,DOUBLE_WAVE,345,2025-06-16 08:32:00+02:00,40.000000000000036,24,249.6506064895816,36.10000000000113,89.0,31.09999999999946,118.0,0.3157894736842396,,0
1,DOUBLE_WAVE,353,2025-06-27 08:13:00+02:00,40.58999999999813,46,513.2159351875325,40.000000000000036,69.0,36.80000000000128,124.0,0.5,,0
1,DOUBLE_WAVE,390,2025-10-01 14:15:00+02:00,43.539999999999694,14,191.20327148404232,41.400000000000325,13.0,36.40000000000087,27.0,0.5314009661835658,,0
1,DOUBLE_WAVE,392,2025-10-10 16:31:00+02:00,62.32000000000015,7,172.88709868837935,64.89999999999884,75.0,59.59999999999965,110.0,0.3436055469953766,,0
1,DOUBLE_WAVE,393,2025-10-24 15:52:00+02:00,40.270000000000024,15,325.5355482259579,39.199999999999235,48.0,37.30000000000011,54.0,0.8979591836734786,,0
2,DOUBLE_WAVE,111,2023-11-03 12:59:00+01:00,73.69999999999877,23,637.3585597462112,73.60000000000034,60.0,67.60000000000099,92.0,0.3179347826086954,average hourly earnings_mom|average hourly earnings_yoy|average hourly wages_yoy|average weekly hours|government payrolls|manufacturing payrolls|nonfarm payrolls private|u 6 unemployment rate,8
2,DOUBLE_WAVE,128,2024-01-05 15:01:00+01:00,68.59000000000171,26,811.5849903250104,84.19999999999872,80.0,79.59999999999967,111.0,0.3135391923990517,average hourly earnings_mom|average hourly earnings_yoy|average hourly wages_yoy|average weekly hours|government payrolls|manufacturing payrolls|nonfarm payrolls private|u 6 unemployment rate,8
2,DOUBLE_WAVE,140,2024-03-08 13:54:00+01:00,50.62000000000122,18,596.309242775381,50.299999999998676,59.0,35.60000000000008,80.0,0.5367793240556652,average hourly earnings_mom|average hourly earnings_yoy|average hourly wages_yoy|average weekly hours|government payrolls|manufacturing payrolls|nonfarm payrolls private|u 6 unemployment rate,8
2,DOUBLE_WAVE,384,2025-09-05 13:57:00+02:00,69.33000000000078,23,626.6003802771617,65.69999999999965,43.0,56.199999999999584,74.0,0.742770167427705,average hourly earnings_mom|average hourly earnings_yoy|average hourly wages_yoy|average weekly hours|government payrolls|manufacturing payrolls|nonfarm payrolls private|u 6 unemployment rate,8
3,DOUBLE_WAVE,152,2024-05-15 13:46:00+02:00,45.50000000000276,28,418.5808291372638,44.500000000000654,55.0,40.80000000000083,98.0,0.4696629213482909,cpi s.a,1
3,DOUBLE_WAVE,216,2025-01-15 13:57:00+01:00,56.979999999999805,30,459.31420337706214,55.79999999999919,45.0,51.90000000000027,71.0,0.5232974910394004,cpi s.a,1
3,DOUBLE_WAVE,283,2025-04-10 14:01:00+02:00,60.94999999999962,23,365.69976660745925,61.099999999998374,48.0,51.90000000000027,92.0,0.6644844517185042,cpi s.a,1
3,DOUBLE_WAVE,341,2025-06-11 13:55:00+02:00,61.13999999999953,17,263.2292974126555,59.59999999999965,51.0,43.89999999999894,94.0,0.6124161073825797,cpi s.a,1
4,DOUBLE_WAVE,276,2025-04-09 02:23:00+02:00,60.860000000000355,0,0.0,67.20000000000059,95.0,57.49999999999922,110.0,0.311011904761924,,0
4,DOUBLE_WAVE,292,2025-04-14 02:57:00+02:00,54.349999999998566,0,0.0,48.799999999999955,62.0,44.49999999999843,87.0,0.4979508196721632,,0
4,DOUBLE_WAVE,301,2025-04-21 03:48:00+02:00,63.71999999999822,0,0.0,63.40000000000012,50.0,56.50000000000155,124.0,0.514195583596185,,0
