baseline_price,latency_minutes,movement_start_time,peak_time,peak_price,peak_minutes_from_start,impact_pips,direction,has_pullback,pullback_time,pullback_price,pullback_pips,pullback_ratio,pullback_minutes_from_peak,event_time,event_title,country,importance_n,empirical_score
1.1407,1.0,2025-08-01 12:31:00+02:00,2025-08-01 14:30:00+02:00,1.14545,119.0,47.50000000000032,UP,False,,,,,,2025-08-01 12:30:00+02:00,Manufacturing Payrolls,US,2,59.484594594594085
1.16092,120.0,2025-08-12 14:30:00+02:00,2025-08-12 14:30:00+02:00,1.16503,0.0,41.10000000000058,UP,False,,,,,,2025-08-12 12:30:00+02:00,Inflation Rate,US,2,48.84133333333301
1.16092,120.0,2025-08-12 14:30:00+02:00,2025-08-12 14:30:00+02:00,1.16503,0.0,41.10000000000058,UP,False,,,,,,2025-08-12 12:30:00+02:00,Core Inflation Rate,US,2,47.17999999999994
1.16092,120.0,2025-08-12 14:30:00+02:00,2025-08-12 14:30:00+02:00,1.16503,0.0,41.10000000000058,UP,False,,,,,,2025-08-12 12:30:00+02:00,CPI,US,2,45.47810810810828
1.16092,120.0,2025-08-12 14:30:00+02:00,2025-08-12 14:30:00+02:00,1.16503,0.0,41.10000000000058,UP,False,,,,,,2025-08-12 12:30:00+02:00,CPI s.a,US,2,44.534411764706576
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Average Hourly Earnings,US,2,60.631392405062975
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Nonfarm Payrolls Private,US,2,61.29945945945923
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Unemployment Rate,US,2,60.17926829268247
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Average Weekly Hours,US,2,61.29945945945923
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Manufacturing Payrolls,US,2,59.484594594594085
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Non Farm Payrolls,US,2,61.61162162162137
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Government Payrolls,US,2,59.172432432431954
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,U-6 Unemployment Rate,US,2,63.960434782608424
1.16945,97.0,2025-09-05 14:07:00+02:00,2025-09-05 14:30:00+02:00,1.17505,23.0,55.99999999999827,UP,False,,,,,,2025-09-05 12:30:00+02:00,Participation Rate,US,2,60.82783783783764
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,FOMC Economic Projections,US,2,52.21384615384632
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Interest Rate Projection - Current,US,2,49.84275000000034
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Interest Rate Projection - 2nd Yr,US,2,53.94375000000029
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Interest Rate Projection - 3rd Yr,US,2,54.19822222222251
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Interest Rate Projection - 1st Yr,US,2,53.94375000000029
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Interest Rate Projection - Longer,US,2,51.96000000000027
1.18449,17.0,2025-09-17 18:17:00+02:00,2025-09-17 20:00:00+02:00,1.18874,103.0,42.49999999999865,UP,False,,,,,,2025-09-17 18:00:00+02:00,Fed Interest Rate Decision,US,2,51.74600000000022
