movement_id,datetime,direction,impact_pips,total_score,surprise_pct,baseline_price,phase1_amp_pips,phase1_amp_ratio,phase1_time_min,pullback_amp_pips,pullback_ratio_vs_phase1,pullback_time_min,phase2_amp_pips,phase2_amp_ratio,phase2_time_min,dip_or_rise_ratio
1,2023-01-04 08:21:00+01:00,UP,53.25000000000024,145.35620390720484,,,58.499999999999105,1.0985915492957528,80.0,,,,47.699999999999406,0.8957746478873088,103.0,0.4649572649572815
2,2023-01-04 16:02:00+01:00,DOWN,41.080000000000005,271.3427789930426,,,38.40000000000066,0.9347614410905709,33.0,,,,34.79999999999927,0.8471275559882977,41.0,0.479166666666675
6,2023-01-10 14:45:00+01:00,UP,44.10000000000025,123.06469878409068,,,40.99999999999993,0.9297052154194942,61.0,,,,34.79999999999927,0.7891156462584824,97.0,0.665853658536616
7,2023-01-12 13:55:00+01:00,UP,81.2799999999969,116.67578571428868,,,80.80000000000086,0.9940944881890249,70.0,,,,67.20000000000059,0.8267716535433458,106.0,0.618811881188099
12,2023-01-18 11:59:00+01:00,DOWN,42.29000000000038,47.67875381169862,,,44.19999999999868,1.0451643414518392,70.0,,,,36.599999999999966,0.8654528257271136,80.0,0.355203619909529
15,2023-01-26 16:24:00+01:00,DOWN,41.16000000000008,93.65632762226448,,,40.70000000000018,0.9888241010690014,70.0,,,,33.39999999999898,0.811467444120479,87.0,0.3415233415233406
16,2023-01-31 09:00:00+01:00,DOWN,44.11000000000165,251.7434822752789,,,45.89999999999872,1.0405803672635912,70.0,,,,34.600000000000186,0.7844026297891383,89.0,0.389978213507627
17,2023-02-01 20:35:00+01:00,UP,95.43999999999777,143.88440251572516,,,96.29999999999804,1.009010896898578,42.0,,,,95.29999999999816,0.9985331098072129,76.0,0.328141225337476
18,2023-02-01 23:30:00+01:00,UP,43.96999999999984,10.206666666666475,,,43.999999999999595,1.0006822833750229,58.0,,,,30.49999999999997,0.6936547646122374,70.0,0.470454545454503
19,2023-02-02 15:27:00+01:00,DOWN,73.46000000000075,222.94648797002512,,,76.99999999999818,1.0481894908793548,52.0,,,,60.09999999999849,0.8181323169071315,73.0,0.3883116883116749
21,2023-02-03 16:15:00+01:00,UP,56.36000000000196,228.8757392533947,,,52.90000000000017,0.9386089425123905,42.0,,,,38.19999999999935,0.6777856635911643,66.0,0.5879017013232813
25,2023-02-14 14:42:00+01:00,DOWN,69.74999999999953,77.8807209152452,,,90.39999999999937,1.2960573476702506,61.0,,,,58.00000000000027,0.8315412186380023,82.0,0.5099557522123933
27,2023-02-17 15:56:00+01:00,UP,42.67999999999938,31.51138888888994,,,42.099999999998246,0.9864104967197482,50.0,,,,32.69999999999884,0.7661668228678377,62.0,0.4061757719714844
28,2023-02-21 15:57:00+01:00,UP,48.61000000000004,190.04018012385092,,,49.79999999999984,1.0244805595556428,54.0,,,,28.099999999999792,0.5780703558938443,103.0,0.6546184738955926
32,2023-03-13 09:26:00+01:00,DOWN,58.189999999997966,14.252765957447188,,,61.99999999999983,1.065475167554597,76.0,,,,59.29999999999991,1.0190754425159303,121.0,0.5096774193548484
36,2023-03-15 13:36:00+01:00,DOWN,58.31999999999837,103.60419787449548,,,54.09999999999915,0.9276406035665408,63.0,,,,46.99999999999926,0.805898491083686,99.0,0.58964879852123
37,2023-03-15 19:24:00+01:00,UP,42.26000000000063,265.6753015533171,,,39.70000000000029,0.9394226218646402,50.0,,,,35.799999999999166,0.8471367723615388,73.0,0.4458438287153744
38,2023-03-16 13:30:00+01:00,DOWN,62.88000000000071,145.00274371827223,,,61.70000000000009,0.9812340966921023,64.0,,,,46.39999999999978,0.7379134860050771,72.0,0.5283630470016266
39,2023-03-22 18:49:00+01:00,UP,120.75999999999976,212.85015019571804,,,121.99999999999989,1.0102683007618427,69.0,,,,102.19999999999897,0.8463067240808145,110.0,0.4918032786885255
40,2023-03-23 19:21:00+01:00,DOWN,46.850000000000506,152.10510826353178,,,49.79999999999984,1.0629669156883523,82.0,,,,35.60000000000008,0.7598719316968985,114.0,0.3755020080321374
42,2023-04-03 15:21:00+02:00,UP,48.10000000000203,68.17171552047292,,,47.399999999999665,0.985446985446937,70.0,,,,25.10000000000012,0.5218295218295023,105.0,0.6856540084388182
44,2023-04-05 16:06:00+02:00,DOWN,47.21000000000419,147.7486911933535,,,39.600000000001856,0.8388053378521148,57.0,,,,36.70000000000062,0.7773776742215074,64.0,0.3030303030303115
47,2023-04-12 14:15:00+02:00,UP,67.63999999999993,58.87001282051441,,,66.90000000000084,0.9890597279716279,30.0,,,,66.90000000000084,0.9890597279716279,122.0,0.4753363228699432
54,2023-04-26 14:24:00+02:00,UP,55.589999999998696,131.02726359084073,,,58.30000000000002,1.0487497751394386,70.0,,,,55.899999999999835,1.0055765425436436,99.0,0.4253859348199034
59,2023-05-02 09:25:00+02:00,DOWN,42.79000000000144,124.88171641527109,,,40.70000000000018,0.9511568123393038,55.0,,,,30.799999999999716,0.7197943444729769,105.0,0.6117936117936345
60,2023-05-02 16:00:00+02:00,UP,40.79999999999862,170.58605401874644,,,36.10000000000113,0.8848039215686851,52.0,,,,34.30000000000044,0.8406862745098431,86.0,0.5235457063711602
63,2023-05-04 16:40:00+02:00,DOWN,43.11999999999871,137.85374752684464,,,41.999999999999815,0.9740259740259989,26.0,,,,32.69999999999884,0.7583487940630755,37.0,0.5428571428571595
64,2023-05-05 13:30:00+02:00,DOWN,51.42999999999898,600.4896515848038,,,57.000000000000384,1.1083025471514976,86.0,,,,52.799999999999514,1.0266381489403182,97.0,0.3578947368421102
67,2023-05-19 17:12:00+02:00,UP,42.05000000000014,65.30532790309084,,,40.19999999999912,0.9560047562425443,19.0,,,,38.599999999999746,0.9179548156955913,114.0,0.4427860696517795
71,2023-06-14 19:08:00+02:00,DOWN,60.2999999999998,218.97140865384665,,,61.70000000000009,1.023217247097849,70.0,,,,56.79999999999907,0.9419568822553775,88.0,0.3079416531604554
74,2023-06-23 08:30:00+02:00,DOWN,74.32999999999579,193.5763175566018,,,77.49999999999923,1.0426476523611412,70.0,,,,71.4999999999999,0.9619265437912545,83.0,0.3406451612903228
75,2023-06-28 16:00:00+02:00,DOWN,41.6699999999981,212.88348159221863,,,37.199999999999456,0.8927285817134907,67.0,,,,27.29999999999899,0.6551475881929503,114.0,0.5483870967742128
79,2023-07-07 14:25:00+02:00,UP,51.13999999999841,263.41713312884065,,,49.79999999999984,0.9737974188502423,22.0,,,,43.20000000000101,0.844739929605052,38.0,0.5823293172690586
81,2023-07-19 15:57:00+02:00,DOWN,45.349999999999554,181.46384546983336,,,43.29999999999945,0.9547960308710006,62.0,,,,26.900000000000812,0.5931642778390536,83.0,0.480369515011521
84,2023-07-26 20:35:00+02:00,UP,44.50999999999983,209.99761006289444,,,43.29999999999945,0.9728150977308384,35.0,,,,33.99999999999848,0.7638732869017886,83.0,0.6535796766743986
90,2023-08-11 14:30:00+02:00,DOWN,40.300000000002,225.92652173956765,,,44.10000000000025,1.0942928039701751,91.0,,,,41.199999999999015,1.0223325062033988,114.0,0.5215419501133687
92,2023-08-15 14:40:00+02:00,UP,43.61999999999977,293.94009023313583,,,50.99999999999882,1.1691884456671042,50.0,,,,43.29999999999945,0.9926639156350224,83.0,0.4372549019607855
95,2023-08-25 16:20:00+02:00,DOWN,59.50000000000122,142.30745507836687,,,53.90000000000006,0.9058823529411589,48.0,,,,51.30000000000079,0.8621848739495754,73.0,0.3506493506493404
99,2023-09-08 15:15:00+02:00,UP,42.07000000000072,164.38640131579373,,,41.59999999999941,0.9888281435702092,67.0,,,,29.999999999998916,0.7130972189208082,86.0,0.4158653846153927
100,2023-09-14 13:31:00+02:00,DOWN,78.09999999999873,396.72687411071706,,,79.89999999999941,1.0230473751600604,70.0,,,,65.8000000000003,0.8425096030730008,89.0,0.3629536921151344
107,2023-10-19 17:03:00+02:00,UP,48.06000000000088,118.34323806335286,,,50.700000000001296,1.05493133583022,70.0,,,,43.80000000000051,0.9113607990012422,88.0,0.5187376725838393
108,2023-10-27 14:46:00+02:00,UP,50.89000000000121,211.9843925252764,,,53.19999999999992,1.0453920220082267,94.0,,,,38.000000000000256,0.7467085871487396,121.0,0.4285714285714405
109,2023-10-31 13:30:00+01:00,DOWN,55.03000000000257,280.6142927479473,,,65.29999999999924,1.1866254770124693,101.0,,,,52.99999999999861,0.9631110303470131,122.0,0.318529862174595
110,2023-11-01 14:46:00+01:00,UP,45.079999999999565,447.1837890793577,,,46.49999999999821,1.031499556344247,70.0,,,,34.999999999998366,0.7763975155279216,95.0,0.4408602150537557
111,2023-11-03 12:59:00+01:00,UP,73.69999999999877,637.3585597462112,,,73.60000000000034,0.9986431478969005,60.0,,,,67.60000000000099,0.9172320217096624,92.0,0.3179347826086954
116,2023-12-01 17:03:00+01:00,UP,47.31999999999958,71.9599603174627,,,45.69999999999963,0.9657650042265435,61.0,,,,44.500000000000654,0.940405748098078,122.0,0.3019693654266844
123,2023-12-15 09:15:00+01:00,DOWN,50.10999999999876,330.1180978554764,,,46.30000000000134,0.9239672720016461,25.0,,,,43.600000000001415,0.870085811215376,50.0,0.4600431965443036
124,2023-12-15 13:43:00+01:00,DOWN,51.760000000000694,145.864944444446,,,52.60000000000042,1.0162287480680008,69.0,,,,46.200000000000685,0.8925811437403413,125.0,0.4619771863117705
126,2023-12-28 14:40:00+01:00,DOWN,43.48000000000019,250.9568825168419,,,44.19999999999868,1.0165593376264601,32.0,,,,28.89999999999837,0.6646734130634371,65.0,0.5542986425339173
128,2024-01-05 15:01:00+01:00,UP,68.59000000000171,811.5849903250104,,,84.19999999999872,1.2275841959468818,80.0,,,,79.59999999999967,1.160519026097065,111.0,0.3135391923990517
135,2024-02-16 13:39:00+01:00,DOWN,42.0699999999985,261.73780963880165,,,41.49999999999877,0.9864511528405099,70.0,,,,34.699999999998624,0.8248157832184422,80.0,0.3590361445783218
136,2024-02-22 08:15:00+01:00,UP,44.88000000000048,164.9364841768648,,,46.500000000000426,1.0360962566844905,70.0,,,,44.69999999999974,0.9959893048128178,84.0,0.6129032258064501
140,2024-03-08 13:54:00+01:00,UP,50.62000000000122,596.309242775381,,,50.299999999998676,0.9936783879888871,59.0,,,,35.60000000000008,0.7032793362307235,80.0,0.5367793240556652
147,2024-04-23 08:30:00+02:00,UP,55.04999999999871,168.6878839726409,,,53.90000000000006,0.9791099000908505,70.0,,,,41.89999999999916,0.7611262488646711,118.0,0.5417439703154046
149,2024-04-25 14:13:00+02:00,DOWN,40.67000000000043,668.7657120670355,,,37.4999999999992,0.9220555692156086,90.0,,,,30.799999999999716,0.7573149741824291,99.0,0.4266666666666879
151,2024-05-03 13:47:00+02:00,UP,66.96999999999953,578.8208623756258,,,66.50000000000045,0.9929819322084653,54.0,,,,64.20000000000093,0.9586381962072775,63.0,0.3398496240601373
152,2024-05-15 13:46:00+02:00,UP,45.50000000000276,418.5808291372638,,,44.500000000000654,0.9780219780219331,55.0,,,,40.80000000000083,0.8967032967032605,98.0,0.4696629213482909
