movement_id,datetime,direction,baseline_price,latency_minutes,movement_start_time,peak_time,peak_price,peak_minutes_from_start,impact_pips,has_pullback,pullback_time,pullback_price,pullback_pips,pullback_ratio,pullback_minutes_from_peak,stabilization_time,stabilization_minutes_from_peak,pattern_type,total_score,num_events
146,2024-04-11 15:39:00+02:00,DOWN,,1.0,2024-04-11 15:40:00+02:00,2024-04-11 16:54:00+02:00,1.06994,74.0,,True,2024-04-11 17:17:00+02:00,1.07136,14.200000000001989,10.923076923062865,23.0,,,SINGLE_WAVE_FORT_DOWN,100.25204733065644,6
148,2024-04-23 15:45:00+02:00,UP,,0.0,2024-04-23 15:45:00+02:00,2024-04-23 16:36:00+02:00,1.07114,51.0,,True,2024-04-23 17:04:00+02:00,1.06901,21.299999999999653,5.7567567567569515,28.0,,,SINGLE_WAVE_FORT_UP,223.6658293739534,10
150,2024-05-01 20:00:00+02:00,UP,,0.0,2024-05-01 20:00:00+02:00,2024-05-01 20:55:00+02:00,1.07329,55.0,,True,2024-05-01 21:55:00+02:00,1.06892,43.69999999999985,72.83333333312547,60.0,,,SINGLE_WAVE_FORT_UP,94.96000000000012,2
153,2024-06-07 14:02:00+02:00,DOWN,,28.0,2024-06-07 14:30:00+02:00,2024-06-07 15:58:00+02:00,1.08178,88.0,,True,2024-06-07 16:00:00+02:00,1.08215,3.6999999999998145,6.166666666671601,2.0,,,SINGLE_WAVE_FORT_DOWN,779.0153379127316,37
154,2024-06-12 14:30:00+02:00,UP,,0.0,2024-06-12 14:30:00+02:00,2024-06-12 16:28:00+02:00,1.08447,118.0,,True,2024-06-12 16:30:00+02:00,1.08413,3.4000000000000696,2.833333333330558,2.0,,,SINGLE_WAVE_FORT_UP,205.96338070549183,15
155,2024-06-13 15:43:00+02:00,DOWN,,3.0,2024-06-13 15:46:00+02:00,2024-06-13 17:28:00+02:00,1.07566,102.0,,True,2024-06-13 17:36:00+02:00,1.07666,9.999999999998899,12.500000000020817,8.0,,,SINGLE_WAVE_FORT_DOWN,67.9010989738514,6
156,2024-06-21 08:38:00+02:00,DOWN,,17.0,2024-06-21 08:55:00+02:00,2024-06-21 09:38:00+02:00,1.06711,43.0,,True,2024-06-21 10:38:00+02:00,1.06919,20.800000000000818,34.66666666669751,60.0,,,SINGLE_WAVE_FORT_DOWN,280.0933065839477,25
157,2024-07-11 14:30:00+02:00,UP,,0.0,2024-07-11 14:30:00+02:00,2024-07-11 14:51:00+02:00,1.09001,21.0,,True,2024-07-11 15:43:00+02:00,1.08688,31.29999999999855,12.038461538464363,52.0,,,SINGLE_WAVE_FORT_UP,222.207940827592,15
158,2024-08-02 14:26:00+02:00,UP,,4.0,2024-08-02 14:30:00+02:00,2024-08-02 16:23:00+02:00,1.09161,113.0,,True,2024-08-02 16:25:00+02:00,1.09091,6.999999999999229,69.99999999953371,2.0,,,SINGLE_WAVE_FORT_UP,580.8141056188701,19
159,2024-08-05 08:34:00+02:00,UP,,1.0,2024-08-05 08:35:00+02:00,2024-08-05 10:11:00+02:00,1.09751,96.0,,True,2024-08-05 10:28:00+02:00,1.09601,15.000000000000568,18.74999999998196,17.0,,,SINGLE_WAVE_FORT_UP,280.2872568038681,19
161,2024-08-15 14:25:00+02:00,DOWN,,5.0,2024-08-15 14:30:00+02:00,2024-08-15 15:12:00+02:00,1.09498,42.0,,True,2024-08-15 16:05:00+02:00,1.09714,21.599999999999397,53.99999999994449,53.0,,,SINGLE_WAVE_FORT_DOWN,564.2275367848863,29
162,2024-08-22 15:29:00+02:00,DOWN,,3.0,2024-08-22 15:32:00+02:00,2024-08-22 16:23:00+02:00,1.10983,51.0,,True,2024-08-22 16:57:00+02:00,1.11165,18.199999999999328,8.272727272731219,34.0,,,SINGLE_WAVE_FORT_DOWN,264.69553768700894,12
163,2024-08-23 15:57:00+02:00,UP,,2.0,2024-08-23 15:59:00+02:00,2024-08-23 17:24:00+02:00,1.11962,85.0,,True,2024-08-23 17:57:00+02:00,1.11758,20.400000000000418,18.545454545445736,33.0,,,SINGLE_WAVE_FORT_UP,107.1766220238094,6
164,2024-08-29 09:37:00+02:00,DOWN,,23.0,2024-08-29 10:00:00+02:00,2024-08-29 10:24:00+02:00,1.10722,24.0,,True,2024-08-29 11:24:00+02:00,1.10911,18.899999999999473,4.295454545454465,60.0,,,SINGLE_WAVE_FORT_DOWN,330.68069769100265,31
166,2024-09-06 14:46:00+02:00,DOWN,,0.0,2024-09-06 14:46:00+02:00,2024-09-06 15:49:00+02:00,1.10658,63.0,,True,2024-09-06 16:42:00+02:00,1.11133,47.50000000000032,33.92857142856463,53.0,,,SINGLE_WAVE_FORT_DOWN,642.7536326058911,25
168,2024-09-18 20:49:00+02:00,DOWN,,0.0,2024-09-18 20:49:00+02:00,2024-09-18 21:50:00+02:00,1.1097,61.0,,True,2024-09-18 22:33:00+02:00,1.11205,23.500000000000743,10.217391304340397,43.0,,,SINGLE_WAVE_FORT_DOWN,487.64708028083066,16
169,2024-09-23 09:07:00+02:00,DOWN,,0.0,2024-09-23 09:07:00+02:00,2024-09-23 10:14:00+02:00,1.10834,67.0,,True,2024-09-23 10:54:00+02:00,1.1099,15.600000000000058,5.777777777777961,40.0,,,SINGLE_WAVE_FORT_DOWN,231.86486496673825,15
170,2024-09-26 16:12:00+02:00,UP,,1.0,2024-09-26 16:13:00+02:00,2024-09-26 17:55:00+02:00,1.11894,102.0,,True,2024-09-26 18:06:00+02:00,1.11722,17.199999999999438,42.99999999995559,11.0,,,SINGLE_WAVE_FORT_UP,229.0498987295863,12
171,2024-09-27 08:36:00+02:00,DOWN,,0.0,2024-09-27 08:36:00+02:00,2024-09-27 09:25:00+02:00,1.11249,49.0,,True,2024-09-27 10:25:00+02:00,1.114,15.100000000001224,6.863636363633519,60.0,,,SINGLE_WAVE_FORT_DOWN,271.9175787411895,30
173,2024-09-30 19:56:00+02:00,DOWN,,4.0,2024-09-30 20:00:00+02:00,2024-09-30 20:20:00+02:00,1.11138,20.0,,True,2024-09-30 20:54:00+02:00,1.11361,22.299999999999542,10.136363636368637,34.0,,,SINGLE_WAVE_FORT_DOWN,39.565238095237945,2
174,2024-10-04 13:56:00+02:00,DOWN,,34.0,2024-10-04 14:30:00+02:00,2024-10-04 15:02:00+02:00,1.09589,32.0,,True,2024-10-04 15:44:00+02:00,1.09793,20.400000000000418,20.400000000002663,42.0,,,SINGLE_WAVE_FORT_DOWN,552.710956596616,19
176,2024-11-01 12:40:00+01:00,UP,,16.0,2024-11-01 12:56:00+01:00,2024-11-01 13:40:00+01:00,1.09059,44.0,,True,2024-11-01 14:30:00+01:00,1.08694,36.49999999999931,26.07142857142268,50.0,,,SINGLE_WAVE_FORT_UP,621.2334812250987,23
178,2024-11-06 03:06:00+01:00,DOWN,,2.0,2024-11-06 03:08:00+01:00,2024-11-06 04:44:00+01:00,1.07192,96.0,,True,2024-11-06 05:00:00+01:00,1.07554,36.19999999999956,4.641025641025568,16.0,,,SINGLE_WAVE_FORT_DOWN,0.0,0
179,2024-11-06 06:30:00+01:00,DOWN,,0.0,2024-11-06 06:30:00+01:00,2024-11-06 07:43:00+01:00,1.07031,73.0,,True,2024-11-06 08:29:00+01:00,1.07527,49.59999999999853,5.33333333333389,46.0,,,SINGLE_WAVE_FORT_DOWN,100.87479487179402,5
180,2024-11-06 08:53:00+01:00,UP,,0.0,2024-11-06 08:53:00+01:00,2024-11-06 09:51:00+01:00,1.07817,58.0,,True,2024-11-06 10:29:00+01:00,1.07503,31.400000000001427,5.924528301885481,38.0,,,SINGLE_WAVE_FORT_UP,358.4509123056696,27
181,2024-11-06 11:57:00+01:00,DOWN,,3.0,2024-11-06 12:00:00+01:00,2024-11-06 13:33:00+01:00,1.06827,93.0,,True,2024-11-06 13:38:00+01:00,1.07001,17.399999999998528,14.500000000011102,5.0,,,SINGLE_WAVE_FORT_DOWN,206.331554802692,19
182,2024-11-08 17:13:00+01:00,DOWN,,10.0,2024-11-08 17:23:00+01:00,2024-11-08 18:13:00+01:00,1.0687,50.0,,True,2024-11-08 19:08:00+01:00,1.07189,31.90000000000026,15.19047619047317,55.0,,,SINGLE_WAVE_FORT_DOWN,30.619327731092667,2
183,2024-11-13 15:08:00+01:00,DOWN,,8.0,2024-11-13 15:16:00+01:00,2024-11-13 16:08:00+01:00,1.0556,52.0,,True,2024-11-13 16:52:00+01:00,1.05939,37.8999999999996,15.160000000008242,44.0,,,SINGLE_WAVE_FORT_DOWN,171.55359821675472,10
184,2024-11-14 14:45:00+01:00,UP,,2.0,2024-11-14 14:47:00+01:00,2024-11-14 16:22:00+01:00,1.05772,95.0,,True,2024-11-14 16:37:00+01:00,1.05591,18.100000000000893,12.06666666665966,15.0,,,SINGLE_WAVE_FORT_UP,203.71131186375655,11
185,2024-11-15 14:22:00+01:00,DOWN,,8.0,2024-11-15 14:30:00+01:00,2024-11-15 15:55:00+01:00,1.05234,85.0,,True,2024-11-15 16:09:00+01:00,1.05425,19.099999999998563,17.363636363626455,14.0,,,SINGLE_WAVE_FORT_DOWN,389.712025683576,22
187,2024-11-21 16:19:00+01:00,DOWN,,11.0,2024-11-21 16:30:00+01:00,2024-11-21 18:04:00+01:00,1.04623,94.0,,True,2024-11-21 18:12:00+01:00,1.04755,13.199999999999878,131.99999999913402,8.0,,,SINGLE_WAVE_FORT_DOWN,183.77937570812725,13
190,2024-11-25 09:55:00+01:00,UP,,2.0,2024-11-25 09:57:00+01:00,2024-11-25 10:55:00+01:00,1.04974,58.0,,True,2024-11-25 11:55:00+01:00,1.04839,13.499999999999623,3.2142857142866585,60.0,,,SINGLE_WAVE_FORT_UP,266.47813110782295,23
191,2024-11-25 13:32:00+01:00,UP,,3.0,2024-11-25 13:35:00+01:00,2024-11-25 15:00:00+01:00,1.05305,85.0,,True,2024-11-25 15:23:00+01:00,1.05157,14.800000000001479,8.222222222219893,23.0,,,SINGLE_WAVE_FORT_UP,40.88771171171071,2
192,2024-11-25 16:46:00+01:00,DOWN,,3.0,2024-11-25 16:49:00+01:00,2024-11-25 17:46:00+01:00,1.04668,57.0,,True,2024-11-25 18:38:00+01:00,1.04857,18.899999999999473,10.500000000008635,52.0,,,SINGLE_WAVE_FORT_DOWN,71.11962845384052,5
195,2024-11-26 13:42:00+01:00,DOWN,,2.0,2024-11-26 13:44:00+01:00,2024-11-26 15:06:00+01:00,1.049,82.0,,True,2024-11-26 15:25:00+01:00,1.05061,16.100000000001113,3.5777777777775364,19.0,,,SINGLE_WAVE_FORT_DOWN,100.58889923526756,7
199,2024-12-02 15:10:00+01:00,DOWN,,3.0,2024-12-02 15:13:00+01:00,2024-12-02 17:04:00+01:00,1.04608,111.0,,True,2024-12-02 17:10:00+01:00,1.04701,9.300000000000974,2.7352941176472894,6.0,,,SINGLE_WAVE_FORT_DOWN,271.6371048075004,13
201,2024-12-05 14:00:00+01:00,UP,,3.0,2024-12-05 14:03:00+01:00,2024-12-05 15:41:00+01:00,1.05898,98.0,,True,2024-12-05 16:00:00+01:00,1.05743,15.499999999999403,8.611111111107478,19.0,,,SINGLE_WAVE_FORT_UP,172.44153365770237,11
203,2024-12-12 16:02:00+01:00,DOWN,,1.0,2024-12-12 16:03:00+01:00,2024-12-12 16:43:00+01:00,1.04638,40.0,,True,2024-12-12 17:43:00+01:00,1.05064,42.599999999999305,11.210526315794455,60.0,,,SINGLE_WAVE_FORT_DOWN,76.5215384877101,4
204,2024-12-18 19:49:00+01:00,DOWN,,11.0,2024-12-18 20:00:00+01:00,2024-12-18 21:18:00+01:00,1.0344,78.0,,True,2024-12-18 21:49:00+01:00,1.03721,28.099999999999792,2.9270833333330923,31.0,,,SINGLE_WAVE_FORT_DOWN,562.732272371518,18
209,2025-01-06 12:04:00+01:00,UP,,0.0,2025-01-06 12:04:00+01:00,2025-01-06 12:33:00+01:00,1.04326,29.0,,True,2025-01-06 13:30:00+01:00,1.03924,40.200000000001346,5.506849315067776,57.0,,,SINGLE_WAVE_FORT_UP,74.07051364522472,7
213,2025-01-10 16:30:00+01:00,DOWN,,1.0,2025-01-10 16:31:00+01:00,2025-01-10 17:40:00+01:00,1.02277,69.0,,True,2025-01-10 18:15:00+01:00,1.02458,18.100000000000893,7.869565217393319,35.0,,,SINGLE_WAVE_FORT_DOWN,153.1349247753358,6
215,2025-01-13 22:50:00+01:00,UP,,5.0,2025-01-13 22:55:00+01:00,2025-01-14 00:34:00+01:00,1.02778,99.0,,True,2025-01-14 00:50:00+01:00,1.02681,9.699999999999154,13.85714285713878,16.0,,,SINGLE_WAVE_FORT_UP,35.824203703703894,2
219,2025-01-20 14:29:00+01:00,UP,,1.0,2025-01-20 14:30:00+01:00,2025-01-20 15:44:00+01:00,1.04301,74.0,,True,2025-01-20 16:28:00+01:00,1.03989,31.200000000000117,6.117647058823427,44.0,,,SINGLE_WAVE_FORT_UP,67.93400644892834,7
220,2025-01-20 17:36:00+01:00,DOWN,,25.0,2025-01-20 18:01:00+01:00,2025-01-20 18:26:00+01:00,1.03539,25.0,,True,2025-01-20 18:39:00+01:00,1.04025,48.599999999998644,11.302325581396863,13.0,,,SINGLE_WAVE_FORT_DOWN,3.899999999998904,1
222,2025-01-21 01:29:00+01:00,DOWN,,2.0,2025-01-21 01:31:00+01:00,2025-01-21 01:57:00+01:00,1.03529,26.0,,True,2025-01-21 02:27:00+01:00,1.03981,45.199999999998575,9.416666666665664,30.0,,,SINGLE_WAVE_FORT_DOWN,0.0,0
223,2025-01-24 08:42:00+01:00,UP,,3.0,2025-01-24 08:45:00+01:00,2025-01-24 10:24:00+01:00,1.05154,99.0,,True,2025-01-24 10:42:00+01:00,1.04965,18.899999999999473,9.450000000000777,18.0,,,SINGLE_WAVE_FORT_UP,247.5329179921608,18
224,2025-01-24 15:09:00+01:00,UP,,18.0,2025-01-24 15:27:00+01:00,2025-01-24 16:52:00+01:00,1.05209,85.0,,True,2025-01-24 17:09:00+01:00,1.05119,8.999999999999009,4.090909090910743,17.0,,,SINGLE_WAVE_FORT_UP,334.9837494011583,14
233,2025-02-04 15:00:00+01:00,UP,,0.0,2025-02-04 15:00:00+01:00,2025-02-04 16:54:00+01:00,1.03861,114.0,,True,2025-02-04 16:59:00+01:00,1.03794,6.699999999999484,2.1612903225802524,5.0,,,SINGLE_WAVE_FORT_UP,243.1205705798819,12
234,2025-02-07 13:41:00+01:00,UP,,14.0,2025-02-07 13:55:00+01:00,2025-02-07 14:30:00+01:00,1.04131,35.0,,True,2025-02-07 14:32:00+01:00,1.03495,63.59999999999921,1.7966101694915657,2.0,,,SINGLE_WAVE_FORT_UP,702.1762602619393,32
235,2025-02-07 16:00:00+01:00,DOWN,,0.0,2025-02-07 16:00:00+01:00,2025-02-07 17:58:00+01:00,1.03222,118.0,,True,2025-02-07 17:59:00+01:00,1.03298,7.600000000000939,1.2063492063491057,1.0,,,SINGLE_WAVE_FORT_DOWN,403.980678715301,22
236,2025-02-12 13:41:00+01:00,DOWN,,22.0,2025-02-12 14:03:00+01:00,2025-02-12 14:33:00+01:00,1.03175,30.0,,True,2025-02-12 15:29:00+01:00,1.03488,31.30000000000077,4.89062500000032,56.0,,,SINGLE_WAVE_FORT_DOWN,248.26676422362297,17
237,2025-02-12 17:25:00+01:00,UP,,4.0,2025-02-12 17:29:00+01:00,2025-02-12 19:00:00+01:00,1.04301,91.0,,True,2025-02-12 19:11:00+01:00,1.04136,16.499999999999293,4.583333333334207,11.0,,,SINGLE_WAVE_FORT_UP,518.4955472247469,30
238,2025-02-13 15:36:00+01:00,UP,,10.0,2025-02-13 15:46:00+01:00,2025-02-13 17:25:00+01:00,1.04457,99.0,,True,2025-02-13 17:36:00+01:00,1.04331,12.600000000000389,7.41176470588243,11.0,,,SINGLE_WAVE_FORT_UP,26.155660377358725,2
241,2025-02-27 14:33:00+01:00,DOWN,,0.0,2025-02-27 14:33:00+01:00,2025-02-27 16:10:00+01:00,1.04112,97.0,,True,2025-02-27 16:24:00+01:00,1.04281,16.899999999999693,8.8947368421092,14.0,,,SINGLE_WAVE_FORT_DOWN,623.2628924110853,25
242,2025-02-28 18:22:00+01:00,DOWN,,1.0,2025-02-28 18:23:00+01:00,2025-02-28 20:03:00+01:00,1.03602,100.0,,True,2025-02-28 20:15:00+01:00,1.03693,9.099999999999664,2.7575757575742896,12.0,,,SINGLE_WAVE_FORT_DOWN,41.090815789473766,4
243,2025-03-03 10:01:00+01:00,UP,,2.0,2025-03-03 10:03:00+01:00,2025-03-03 11:39:00+01:00,1.04451,96.0,,True,2025-03-03 11:45:00+01:00,1.04349,10.200000000000209,3.6428571428564633,6.0,,,SINGLE_WAVE_FORT_UP,727.6699890570104,52
244,2025-03-04 19:08:00+01:00,UP,,0.0,2025-03-04 19:08:00+01:00,2025-03-04 21:05:00+01:00,1.06083,117.0,,True,2025-03-04 21:08:00+01:00,1.06047,3.5999999999991594,2.4000000000014805,3.0,,,SINGLE_WAVE_FORT_UP,11.050000000000658,1
245,2025-03-05 08:20:00+01:00,UP,,1.0,2025-03-05 08:21:00+01:00,2025-03-05 10:04:00+01:00,1.07148,103.0,,True,2025-03-05 10:13:00+01:00,1.06959,18.899999999999473,7.874999999999191,9.0,,,SINGLE_WAVE_FORT_UP,181.42285254803932,14
247,2025-03-06 13:59:00+01:00,UP,,16.0,2025-03-06 14:15:00+01:00,2025-03-06 14:17:00+01:00,1.08454,2.0,,True,2025-03-06 14:31:00+01:00,1.08057,39.70000000000029,28.35714285713719,14.0,,,SINGLE_WAVE_FORT_UP,723.7682561773842,31
249,2025-03-07 16:46:00+01:00,UP,,2.0,2025-03-07 16:48:00+01:00,2025-03-07 16:49:00+01:00,1.08873,1.0,,True,2025-03-07 17:31:00+01:00,1.08378,49.5000000000001,1.761565836298949,42.0,,,SINGLE_WAVE_FORT_UP,59.04311591473882,4
250,2025-03-10 11:36:00+01:00,DOWN,,8.0,2025-03-10 11:44:00+01:00,2025-03-10 12:05:00+01:00,1.0813,21.0,,True,2025-03-10 12:50:00+01:00,1.08612,48.200000000000465,2.72316384180786,45.0,,,SINGLE_WAVE_FORT_DOWN,314.6516283089804,29
251,2025-03-11 08:04:00+01:00,UP,,2.0,2025-03-11 08:06:00+01:00,2025-03-11 10:04:00+01:00,1.09201,118.0,,False,,,,,,,,SINGLE_WAVE_FORT_UP,176.98516005924432,18
252,2025-03-13 14:20:00+01:00,UP,,5.0,2025-03-13 14:25:00+01:00,2025-03-13 15:57:00+01:00,1.08701,92.0,,True,2025-03-13 16:20:00+01:00,1.08597,10.399999999999299,5.473684210522071,23.0,,,SINGLE_WAVE_FORT_UP,225.5792206337303,12
256,2025-03-19 18:45:00+01:00,UP,,11.0,2025-03-19 18:56:00+01:00,2025-03-19 19:45:00+01:00,1.09136,49.0,,True,2025-03-19 20:23:00+01:00,1.08854,28.200000000000447,56.39999999988187,38.0,,,SINGLE_WAVE_FORT_UP,429.0261750068945,9
257,2025-03-27 15:41:00+01:00,UP,,8.0,2025-03-27 15:49:00+01:00,2025-03-27 16:41:00+01:00,1.08214,52.0,,True,2025-03-27 17:41:00+01:00,1.0792,29.400000000001647,4.523076923076902,60.0,,,SINGLE_WAVE_FORT_UP,155.15190208529256,9
258,2025-04-02 16:26:00+02:00,UP,,13.0,2025-04-02 16:39:00+02:00,2025-04-02 17:55:00+02:00,1.08733,76.0,,True,2025-04-02 18:21:00+02:00,1.08527,20.599999999999508,34.33333333336171,26.0,,,SINGLE_WAVE_FORT_UP,440.87798191667014,25
259,2025-04-02 22:26:00+02:00,DOWN,,0.0,2025-04-02 22:26:00+02:00,2025-04-03 00:22:00+02:00,1.08053,116.0,,True,2025-04-03 00:25:00+02:00,1.08175,12.199999999999989,11.090909090903585,3.0,,,SINGLE_WAVE_FORT_DOWN,30.057388888889196,2
260,2025-04-03 00:43:00+02:00,UP,,4.0,2025-04-03 00:47:00+02:00,2025-04-03 01:45:00+02:00,1.09112,58.0,,True,2025-04-03 02:31:00+02:00,1.088,31.200000000000117,7.999999999997723,46.0,,,SINGLE_WAVE_FORT_UP,104.57075138260326,6
263,2025-04-03 16:56:00+02:00,DOWN,,7.0,2025-04-03 17:03:00+02:00,2025-04-03 18:38:00+02:00,1.10332,95.0,,True,2025-04-03 18:56:00+02:00,1.10434,10.200000000000209,1.4166666666670265,18.0,,,SINGLE_WAVE_FORT_DOWN,401.1042647267126,15
264,2025-04-04 09:18:00+02:00,DOWN,,2.0,2025-04-04 09:20:00+02:00,2025-04-04 11:13:00+02:00,1.09732,113.0,,True,2025-04-04 11:18:00+02:00,1.09871,13.900000000000023,3.7567567567569515,5.0,,,SINGLE_WAVE_FORT_DOWN,515.4318602234188,34
265,2025-04-04 12:15:00+02:00,UP,,3.0,2025-04-04 12:18:00+02:00,2025-04-04 13:43:00+02:00,1.10802,85.0,,True,2025-04-04 14:14:00+02:00,1.10434,36.79999999999906,23.000000000008328,31.0,,,SINGLE_WAVE_FORT_UP,70.13594152047018,7
266,2025-04-04 14:32:00+02:00,DOWN,,0.0,2025-04-04 14:32:00+02:00,2025-04-04 16:25:00+02:00,1.09868,113.0,,True,2025-04-04 16:29:00+02:00,1.1001,14.199999999999768,6.454545454548666,4.0,,,SINGLE_WAVE_FORT_DOWN,526.5311900453208,18
267,2025-04-04 18:12:00+02:00,DOWN,,2.0,2025-04-04 18:14:00+02:00,2025-04-04 19:12:00+02:00,1.09246,58.0,,True,2025-04-04 20:10:00+02:00,1.09566,32.00000000000092,2.711864406779833,58.0,,,SINGLE_WAVE_FORT_DOWN,82.97304472059548,5
268,2025-04-06 23:23:00+02:00,UP,,7.0,2025-04-06 23:30:00+02:00,2025-04-07 01:14:00+02:00,1.10003,104.0,,True,2025-04-07 01:19:00+02:00,1.09897,10.600000000000609,7.066666666662621,5.0,,,SINGLE_WAVE_FORT_UP,0.0,0
272,2025-04-07 16:21:00+02:00,DOWN,,3.0,2025-04-07 16:24:00+02:00,2025-04-07 17:31:00+02:00,1.09016,67.0,,True,2025-04-07 17:58:00+02:00,1.09237,22.100000000000453,2.3763440860218723,27.0,,,SINGLE_WAVE_FORT_DOWN,110.5981971153851,6
274,2025-04-08 15:35:00+02:00,DOWN,,2.0,2025-04-08 15:37:00+02:00,2025-04-08 16:35:00+02:00,1.08887,58.0,,True,2025-04-08 17:34:00+02:00,1.09197,31.000000000001027,2.348484848484948,59.0,,,SINGLE_WAVE_FORT_DOWN,162.82512929475644,12
277,2025-04-09 05:59:00+02:00,UP,,5.0,2025-04-09 06:04:00+02:00,2025-04-09 06:59:00+02:00,1.10694,55.0,,True,2025-04-09 07:38:00+02:00,1.10295,39.89999999999938,30.69230769231584,39.0,,,SINGLE_WAVE_FORT_UP,39.111250000001,5
278,2025-04-09 09:03:00+02:00,DOWN,,0.0,2025-04-09 09:03:00+02:00,2025-04-09 10:03:00+02:00,1.09984,60.0,,True,2025-04-09 10:46:00+02:00,1.10354,37.00000000000037,11.562499999996575,43.0,,,SINGLE_WAVE_FORT_DOWN,36.93218759018748,3
280,2025-04-09 14:02:00+02:00,UP,,0.0,2025-04-09 14:02:00+02:00,2025-04-09 14:38:00+02:00,1.10953,36.0,,True,2025-04-09 15:38:00+02:00,1.10573,37.99999999999804,6.031746031746597,60.0,,,SINGLE_WAVE_FORT_UP,158.85451309204402,16
281,2025-04-09 19:22:00+02:00,DOWN,,0.0,2025-04-09 19:22:00+02:00,2025-04-09 20:08:00+02:00,1.09138,46.0,,True,2025-04-09 20:45:00+02:00,1.09836,69.79999999999987,15.173913043481368,37.0,,,SINGLE_WAVE_FORT_DOWN,88.81679657076543,5
282,2025-04-10 08:58:00+02:00,UP,,0.0,2025-04-10 08:58:00+02:00,2025-04-10 10:38:00+02:00,1.10483,100.0,,True,2025-04-10 10:45:00+02:00,1.10271,21.199999999998997,8.479999999996767,7.0,,,SINGLE_WAVE_FORT_UP,460.5969699879016,42
284,2025-04-10 16:51:00+02:00,UP,,2.0,2025-04-10 16:53:00+02:00,2025-04-10 17:43:00+02:00,1.12293,50.0,,True,2025-04-10 18:11:00+02:00,1.1178,51.30000000000079,13.49999999999854,28.0,,,SINGLE_WAVE_FORT_UP,95.75581497180602,6
285,2025-04-10 20:45:00+02:00,DOWN,,3.0,2025-04-10 20:48:00+02:00,2025-04-10 21:29:00+02:00,1.11592,41.0,,True,2025-04-10 21:59:00+02:00,1.1209,49.79999999999984,23.714285714280727,30.0,,,SINGLE_WAVE_FORT_DOWN,25.516642857142426,2
287,2025-04-11 04:58:00+02:00,UP,,0.0,2025-04-11 04:58:00+02:00,2025-04-11 05:53:00+02:00,1.13549,55.0,,True,2025-04-11 06:24:00+02:00,1.13107,44.200000000000905,7.89285714285567,31.0,,,SINGLE_WAVE_FORT_UP,0.0,0
288,2025-04-11 09:02:00+02:00,UP,,1.0,2025-04-11 09:03:00+02:00,2025-04-11 10:51:00+02:00,1.14742,108.0,,True,2025-04-11 11:02:00+02:00,1.14112,63.00000000000195,26.249999999998845,11.0,,,SINGLE_WAVE_FORT_UP,274.6049322745813,26
290,2025-04-11 15:21:00+02:00,DOWN,,1.0,2025-04-11 15:22:00+02:00,2025-04-11 17:16:00+02:00,1.1313,114.0,,True,2025-04-11 17:21:00+02:00,1.13319,18.899999999999473,1.3499999999998968,5.0,,,SINGLE_WAVE_FORT_DOWN,346.86454614212823,21
291,2025-04-11 17:56:00+02:00,DOWN,,1.0,2025-04-11 17:57:00+02:00,2025-04-11 18:26:00+02:00,1.12771,29.0,,True,2025-04-11 19:16:00+02:00,1.13179,40.800000000000836,33.9999999999667,50.0,,,SINGLE_WAVE_FORT_DOWN,74.07151978538005,6
297,2025-04-15 17:05:00+02:00,DOWN,,1.0,2025-04-15 17:06:00+02:00,2025-04-15 18:43:00+02:00,1.12644,97.0,,True,2025-04-15 18:54:00+02:00,1.12804,15.999999999998238,6.666666666671601,11.0,,,SINGLE_WAVE_FORT_DOWN,148.09189604389206,12
298,2025-04-16 10:08:00+02:00,DOWN,,2.0,2025-04-16 10:10:00+02:00,2025-04-16 10:42:00+02:00,1.13387,32.0,,True,2025-04-16 11:31:00+02:00,1.13781,39.400000000000546,28.142857142851707,49.0,,,SINGLE_WAVE_FORT_DOWN,245.244824985764,23
299,2025-04-16 20:30:00+02:00,UP,,6.0,2025-04-16 20:36:00+02:00,2025-04-16 21:28:00+02:00,1.14133,52.0,,True,2025-04-16 22:06:00+02:00,1.13823,30.999999999998806,10.333333333334073,38.0,,,SINGLE_WAVE_FORT_UP,51.72835133287742,3
304,2025-04-22 04:10:00+02:00,UP,,1.0,2025-04-22 04:11:00+02:00,2025-04-22 05:42:00+02:00,1.15412,91.0,,True,2025-04-22 05:56:00+02:00,1.15328,8.399999999999519,6.461538461539907,14.0,,,SINGLE_WAVE_FORT_UP,0.0,0
308,2025-04-23 02:01:00+02:00,UP,,2.0,2025-04-23 02:03:00+02:00,2025-04-23 03:54:00+02:00,1.14157,111.0,,True,2025-04-23 03:59:00+02:00,1.14057,9.999999999998899,10.0,5.0,,,SINGLE_WAVE_FORT_UP,0.0,0
309,2025-04-23 10:20:00+02:00,UP,,2.0,2025-04-23 10:22:00+02:00,2025-04-23 11:32:00+02:00,1.14401,70.0,,True,2025-04-23 12:17:00+02:00,1.14041,36.000000000000476,22.50000000000902,45.0,,,SINGLE_WAVE_FORT_UP,571.5210067923774,40
313,2025-04-28 16:21:00+02:00,UP,,2.0,2025-04-28 16:23:00+02:00,2025-04-28 16:41:00+02:00,1.14142,18.0,,True,2025-04-28 17:14:00+02:00,1.13714,42.800000000000615,6.028169014082807,33.0,,,SINGLE_WAVE_FORT_UP,18.311351351351703,1
