event_key,country,empirical_score,avg_movement_pips,sample_size,min_impact,max_impact,median_impact,std_impact
hesse cpi_yoy,DE,12.450000000000147,12.450000000000147,36,0.1999999999990898,36.70000000000062,10.900000000001464,9.146568877028447
hmrc payrolls change,UK,7.582857142857145,7.582857142857145,35,0.2999999999997449,19.800000000000928,7.300000000001194,5.310823757158008
household consumption_mom,NO,7.985263157894531,7.985263157894531,95,0.09999999999843467,34.800000000001496,6.399999999999739,7.248810696224382
household consumption_yoy,SE,7.864864864864779,7.864864864864779,74,0.10000000000065512,84.80000000000044,4.649999999999377,12.169317114603862
household lending growth_yoy,SE,7.169444444444044,7.169444444444044,36,0.3999999999981796,25.399999999999867,7.300000000000084,5.982512452716984
hsbc composite pmi,IN,5.620512820512861,5.620512820512861,39,0.09999999999843467,27.49999999999808,3.8000000000004697,5.607146515359293
hsbc services pmi,IN,5.620512820512861,5.620512820512861,39,0.09999999999843467,27.49999999999808,3.8000000000004697,5.607146515359293
ibc br economic activity,BR,8.95499999999999,8.95499999999999,40,0.40000000000040004,70.09999999999961,4.150000000000542,12.540752569124235
iea oil market report,FR,9.323333333333425,9.323333333333425,30,0.30000000000196536,21.999999999999797,7.300000000000084,6.428047050923749
ifo business climate,DE,8.958333333333549,8.958333333333549,36,0.1999999999990898,31.599999999998296,8.450000000000957,6.842772951564539
ifo current conditions,DE,9.127777777777993,9.127777777777993,36,0.1999999999990898,31.599999999998296,7.950000000001012,7.384729405676197
ifo expectations,DE,9.127777777777993,9.127777777777993,36,0.1999999999990898,31.599999999998296,7.950000000001012,7.384729405676197
igp 10 inflation index_mom,BR,6.180000000000296,6.180000000000296,10,0.10000000000065512,9.799999999999809,7.300000000000084,2.7827324700732508
igp di inflation_mom,BR,8.78333333333333,8.78333333333333,12,0.20000000000131024,49.399999999999444,5.999999999999339,13.047913839213988
imacec economic activity_yoy,CL,20.921052631578803,20.921052631578803,19,1.2999999999996348,173.69999999999885,11.600000000000499,37.21387091348643
inauguration day,US,3.8999999999989043,3.8999999999989043,1,3.8999999999989043,3.8999999999989043,3.8999999999989043,0.0
industrial confidence,FI,8.272727272727067,8.272727272727067,22,0.09999999999843467,22.899999999999032,8.00000000000134,5.656547438643055
industrial sales_mom,IT,10.080555555555598,10.080555555555598,36,0.2999999999997449,41.400000000000325,9.900000000000464,8.619642279392503
industrial sales_yoy,IT,9.730555555555526,9.730555555555526,36,0.2999999999997449,41.400000000000325,9.350000000000191,8.680559999998861
inflation report,TR,8.440000000000078,8.440000000000078,15,0.30000000000196536,18.899999999999473,6.399999999999739,5.505245982999497
infrastructure output_yoy,IN,9.688636363636503,9.688636363636503,44,0.700000000000145,32.099999999999355,9.350000000000191,6.931260409750124
interest rate,DO,8.916326530612247,8.916326530612247,49,0.40000000000040004,38.49999999999909,6.099999999999994,8.013314097934277
ipc fipe inflation_mom,BR,10.27249999999999,10.27249999999999,40,0.4999999999988347,31.800000000001827,9.350000000000191,7.57350604079802
ipca mid month cpi_mom,BR,9.131578947368057,9.131578947368057,38,0.1999999999990898,31.399999999999206,7.399999999999629,7.090583275805718
ipca mid month cpi_yoy,BR,9.163157894736509,9.163157894736509,38,0.1999999999990898,31.399999999999206,7.399999999999629,7.093934438460407
irish exchequer returns,IE,6.14166666666675,6.14166666666675,12,0.2999999999997449,16.499999999999293,6.049999999999667,4.343665566725074
ise economic activity_yoy,CO,7.491428571428737,7.491428571428737,35,0.1999999999990898,59.29999999999991,4.100000000000215,10.55579384383143
jobseekers total,FR,7.0820512820515615,7.0820512820515615,39,0.20000000000131024,36.300000000000225,5.1000000000001044,7.040318749881334
leading business cycle indicator_mom,ZA,8.510810810810787,8.510810810810787,37,0.4999999999988347,50.00000000000115,6.200000000000649,8.6796059128309
leading indicator_mom,AR,15.318750000000296,15.318750000000296,16,0.700000000000145,69.70000000000142,6.300000000000194,21.320741624941203
lending facility rate,ID,7.0722222222222335,7.0722222222222335,36,0.09999999999843467,30.69999999999906,4.850000000000687,6.641728820751065
loan growth_yoy,NO,7.979746835442967,7.979746835442967,79,0.10000000000065512,28.500000000000192,6.599999999998829,6.406629867958937
m1 money supply_yoy,IL,9.283050847457588,9.283050847457588,59,0.8999999999992347,44.39999999999999,6.300000000001305,8.611721466961903
m4 money supply_mom,UK,11.746428571428522,11.746428571428522,28,0.1999999999990898,32.300000000000665,12.399999999999078,8.863789988441084
manufacturing confidence,SE,8.734782608695435,8.734782608695435,23,0.1999999999990898,33.799999999999386,7.0000000000014495,7.159888795326023
manufacturing output_mom,IN,6.4076923076920975,6.4076923076920975,13,0.5999999999994898,14.300000000000423,4.699999999999704,4.934254138705023
mas 12 week bill auction,SG,4.310227272727375,4.310227272727375,88,0.09999999999843467,17.199999999999438,3.20000000000098,3.7141633027179846
mas 4 week bill auction,SG,4.286363636363735,4.286363636363735,88,0.09999999999843467,17.199999999999438,3.100000000001435,3.7273004433560426
milk auctions,NZ,11.733333333333555,11.733333333333555,27,0.2999999999997449,37.69999999999829,7.7000000000015945,10.603493484416758
mining production_mom,ZA,6.899999999999993,6.899999999999993,36,0.10000000000065512,37.8999999999996,3.950000000000342,7.900246128374071
mining production_yoy,ZA,7.183333333333209,7.183333333333209,36,0.10000000000065512,37.8999999999996,3.950000000000342,8.036703995489155
mortgage approvals,UK,12.420512820512744,12.420512820512744,39,0.1999999999990898,42.800000000000615,12.099999999999334,9.338510820918021
mortgage lending,UK,12.171052631578894,12.171052631578894,38,0.1999999999990898,42.800000000000615,11.049999999999116,9.455989688934427
motorbike sales_yoy,ID,6.578947368421029,6.578947368421029,38,0.09999999999843467,41.700000000000074,4.250000000000087,7.753748088394672
mpc meeting minutes,UK,8.986666666666771,8.986666666666771,30,0.10000000000065512,33.8000000000016,7.400000000000739,7.305237086425713
mpc meeting summary,TR,6.681249999999917,6.681249999999917,16,0.40000000000040004,21.500000000000963,5.749999999999922,5.028695003427859
