date,num_events,score_ajuste,impact_real,impact_pred_interp,impact_pred_emp,error_interp,error_emp
2024-07-30,4,36.286199999999994,22.400000000000198,11.835569057599997,25.16126634859954,10.5644309424002,2.7612663485993423
2024-07-31,5,37.91805756,32.600000000000406,16.02185284699884,26.412655046793116,16.578147153001566,6.18734495320729
2024-08-02,1,17.2775,29.29999999999877,0.12072855499999945,21.189971456372405,29.179271444998772,8.110028543626367
2024-08-02,7,84.37246807142856,85.69999999999966,52.473541256371156,43.34545374174047,33.226458743628505,42.35454625825919
2024-08-02,1,46.09981588793102,21.200000000001218,9.274753725638668,37.08355907299162,11.92524627436255,15.883559072990401
2024-08-05,4,13.684091,26.200000000000667,1.1677955156346662,25.15924730091915,25.032204484366,1.0407526990815157
2024-08-05,6,48.93181002310756,23.599999999999177,25.852303051424432,24.079622620673682,2.2523030514252547,0.4796226206745047
2024-08-06,2,29.591549999999998,26.399999999999757,2.7630383672999983,22.998147887329353,23.63696163269976,3.4018521126704044
2024-08-06,2,25.8025852,23.599999999999177,1.3930775204231993,22.466123072889438,22.20692247957598,1.133876927109739
2024-08-08,2,26.625886,47.399999999999665,1.6907550974759997,22.581726272831606,45.709244902523665,24.81827372716806
2024-08-14,5,47.3791364,22.200000000001108,21.009629539579603,30.95426749010469,1.190370460421505,8.754267490103583
2024-08-14,3,20.88000561761906,23.299999999999432,2.0886865012756908,20.187666025405964,21.21131349872374,3.1123339745934686
2024-08-15,8,57.988834337499995,59.70000000000031,40.17536029503205,29.6422344119219,19.52463970496826,30.057765588078407
2024-08-15,3,40.317095599999995,36.399999999998656,10.189553762562529,22.191526657916267,26.210446237436127,14.208473342082389
2024-08-21,3,37.48958146666667,26.600000000001067,9.011120329661379,21.900024984322684,17.588879670339686,4.699975015678383
2024-08-23,2,43.26861354999999,81.50000000000102,7.708199526819294,24.9186030990726,73.79180047318172,56.581396900928425
2024-08-29,14,43.651771214285716,36.49999999999931,30.242470918511717,,6.2575290814875935,
2024-08-29,2,38.8173686,26.999999999999247,6.0987806952276,24.293584685454626,20.901219304771647,2.7064153145446213
2024-08-30,6,53.293633266666674,29.09999999999968,28.39261436906245,24.013994826578372,0.7073856309372317,5.086005173421309
2024-09-04,1,16.861591,42.40000000000022,0.011364975218000067,20.960625342835137,42.38863502478222,21.439374657165082
2024-09-04,3,55.67135153333332,37.59999999999985,16.58880330683628,23.77446880790808,21.011196693163573,13.825531192091773
2024-09-05,6,44.834967850000005,32.2,23.466315825947166,24.141263521637455,8.733684174052836,8.058736478362547
2024-09-05,10,52.17993370000001,25.800000000000267,36.15088422656441,,10.35088422656414,
2024-09-11,5,90.02035916,39.39999999999833,43.489613125201245,51.42338218198021,4.089613125202916,12.02338218198188
2024-09-16,1,27.440100199999996,20.700000000000163,3.3483907037203986,26.793968627155145,17.351609296279765,6.093968627154982
2024-09-17,3,67.66560059999999,22.500000000000853,21.58769046926419,25.011012114699557,0.912309530736664,2.511012114698705
2024-09-18,1,47.587273,81.99999999999986,9.747173079346002,37.903792604139994,72.25282692065386,44.096207395859864
2024-09-19,1,15.687,32.90000000000015,0.3844174260000005,20.312916635291288,32.51558257400015,12.58708336470886
2024-09-19,4,48.08075257499999,30.29999999999866,17.402377708018598,25.1623199566508,12.897622291980063,5.13768004334786
2024-09-19,3,35.011945985808744,29.399999999999427,7.978507105640788,21.644593939536538,21.42149289435864,7.755406060462889
2024-09-23,1,31.8460539,27.800000000000047,4.7477304107478,29.22355865170416,23.052269589252248,1.4235586517041128
2024-09-23,3,29.4325,20.500000000001073,5.6531409441666645,21.06938272364391,14.846859055834408,0.5693827236428355
2024-09-25,4,37.71261787499999,42.899999999999054,12.508811668132996,25.16139377058931,30.391188331866058,17.738606229409744
2024-09-26,1,17.3675,22.100000000000453,0.1493127349999999,21.2396004622808,21.950687265000454,0.8603995377196512
2024-09-26,11,42.66661245454545,36.000000000000476,29.559941107858542,,6.440058892141934,
2024-09-26,3,37.20663029999999,24.600000000001288,8.893193734442095,21.870854223456725,15.706806265559193,2.729145776544563
2024-10-01,1,34.504103846153846,37.499999999999204,5.5919323897461535,30.68929616817611,31.90806761025305,6.810703831823094
2024-10-01,3,15.768782,23.299999999999432,0.041536906992668494,19.66072604619159,23.258463093006764,3.639273953807841
2024-10-02,1,32.44424138888889,25.999999999999357,4.93771595359389,29.553419211930763,21.062284046405466,3.5534192119314056
2024-10-04,8,83.00290956250001,72.09999999999938,57.505411779814764,41.06718420424354,14.594588220184619,31.032815795755845
2024-10-10,7,78.75430894285714,24.199999999998667,48.89137865063779,40.92133550663017,24.691378650639123,16.721335506631505
2024-10-16,2,57.8955707,25.800000000000267,12.9968099157162,26.972436949297173,12.803190084284067,1.1724369492969053
2024-10-17,7,67.8379238142857,54.799999999999294,41.931044188325096,36.21114349425372,12.868955811674198,18.588856505745575
2024-10-25,5,22.539375,23.599999999999177,7.914380566874999,19.030408554887263,15.685619433124177,4.569591445111914
2024-10-29,4,43.99676195,34.50000000000175,15.474810367510267,25.161955133536363,19.025189632491482,9.338044866465385
2024-10-29,2,24.383846,24.000000000001798,0.8801096628359992,22.266911810853262,23.1198903371658,1.7330881891485355
2024-10-31,9,34.49678774160095,22.000000000002018,23.899788508834035,,1.8997885088320174,
2024-10-31,1,25.658950675531912,31.200000000000117,2.782694052450286,25.811783290782262,28.41730594754983,5.388216709217854
2024-10-31,1,19.643125,25.100000000000122,0.8720557862500001,22.49445609083957,24.22794421375012,2.605543909160552
2024-11-01,8,83.00290956250001,42.00000000000203,57.505411779814764,41.06718420424354,15.505411779812732,0.9328157957584935
2024-11-01,6,34.23013475815196,23.000000000001908,17.29009638269851,24.30082335790424,5.709903617303397,1.3008233579023312
2024-11-06,1,20.965549999999997,55.800000000001404,1.292060611099999,23.22368540348855,54.507939388901406,32.57631459651286
2024-11-06,4,13.684091,31.30000000000077,1.1677955156346662,25.15924730091915,30.132204484366106,6.14075269908162
2024-11-06,2,14.681368,54.00000000000071,2.6279764977120004,20.90454521996876,51.37202350228871,33.09545478003195
2024-11-07,3,29.458386599999997,21.899999999999142,5.663929797366198,21.072051494467964,16.236070202632945,0.8279485055311788
2024-11-07,2,25.8025852,20.400000000000418,1.3930775204231993,22.466123072889438,19.00692247957722,2.0661230728890203
2024-11-07,4,44.1121917,34.899999999999935,15.529291054821599,25.161965444882487,19.370708945178336,9.738034555117448
2024-11-07,2,39.24271875,33.90000000000004,6.252572847562499,24.353309926139293,27.647427152437544,9.546690073860749
2024-11-07,1,47.587273,32.00000000000092,9.747173079346002,37.903792604139994,22.252826920654915,5.903792604139078
2024-11-07,1,24.4638566,27.69999999999939,2.4031297838732,25.152768502608257,25.29687021612619,2.5472314973911345
2024-11-13,5,47.3791364,72.20000000000005,21.009629539579603,30.95426749010469,51.19037046042044,41.245732509895355
2024-11-15,2,25.21712775,23.199999999998777,1.181396012056499,22.383916478835378,22.018603987942278,0.8160835211633994
2024-11-15,5,61.547412879999996,61.500000000000995,28.47898904879432,37.755481373853144,33.02101095120668,23.74451862614785
2024-11-15,3,21.219524,25.800000000000267,2.230188822401332,20.222668565450974,23.569811177598936,5.5773314345492935
2024-11-15,2,36.2016006,24.299999999999322,5.153007922539599,23.92629347049853,19.14699207745972,0.37370652950079375
2024-11-18,1,41.7154044,33.499999999999645,7.8822558682488,34.6658481436654,25.617744131750847,1.1658481436657553
2024-11-19,1,29.8053,48.2999999999989,4.099582890599999,28.09821879214107,44.200417109398906,20.201781207857834
2024-11-21,3,52.05787010000001,24.200000000000887,15.082799400434036,23.40193808457824,9.117200599566852,0.7980619154226467
2024-11-21,4,37.6568695,70.60000000000066,12.482499475769334,25.161388790583807,58.11750052423133,45.438611209416855
2024-11-22,2,11.98,36.79999999999906,3.604699320000001,20.525234541512752,33.19530067999906,16.274765458486307
2024-11-22,6,45.476685776410896,111.90000000000033,23.840050207229115,24.13160826290959,88.05994979277122,87.76839173709074
2024-11-25,3,16.321372999999998,31.90000000000026,0.1887684702443305,19.717695240231606,31.71123152975593,12.182304759768655
2024-11-25,1,31.8460539,34.699999999998624,4.7477304107478,29.22355865170416,29.952269589250825,5.476441348294465
2024-11-25,1,20.517578125000007,46.90000000000083,1.1497838476562516,22.976658749808895,45.75021615234458,23.923341250191935
2024-11-27,14,50.26282121428571,44.39999999999999,34.82268569111171,,9.577314308888283,
2024-11-27,11,46.30473521818181,42.9999999999997,32.080476215978976,,10.919523784020726,
2024-11-28,4,32.456516683973724,24.399999999999977,10.028030019857496,25.160924242771458,14.371969980142481,0.7609242427714804
2024-12-03,2,24.084500000000006,27.700000000001612,0.771876327000001,22.224879353834044,26.92812367300161,5.475120646167568
2024-12-04,1,20.137805,32.399999999999096,1.0291671436099994,22.767239164648064,31.370832856389097,9.632760835351032
2024-12-06,8,76.7702766546475,42.9999999999997,53.18736890965965,38.22048619899332,10.187368909659945,4.779513801006381
2024-12-06,3,30.913528326230324,34.899999999999935,6.270394550126873,21.222068869628504,28.62960544987306,13.67793113037143
2024-12-10,4,11.917421,30.000000000001137,0.33396025347466607,25.159089484187735,29.666039746526472,4.840910515813402
2024-12-10,2,34.6864,20.500000000001073,4.605162902399997,23.713537649158027,15.894837097601076,3.2135376491569545
2024-12-12,9,66.71883228888889,39.799999999998725,46.22360763572969,,6.423607635730967,
2024-12-12,1,26.287123161764704,33.99999999999848,2.9822028904227924,26.158178580012677,31.01779710957569,7.841821419985802
2024-12-13,2,57.8955707,32.7999999999995,12.9968099157162,26.972436949297173,19.8031900842833,5.827563050702327
2024-12-16,1,56.6147218,27.500000000000302,12.614308873123598,42.88182938006139,14.885691126876704,15.381829380061088
2024-12-16,2,29.4325,25.800000000000267,2.7055312949999992,22.97581499399219,23.094468705000267,2.8241850060080758
2024-12-18,3,37.48958146666667,21.499999999998742,9.011120329661379,21.900024984322684,12.488879670337363,0.4000249843239416
2024-12-18,1,47.587273,143.50000000000085,9.747173079346002,37.903792604139994,133.75282692065485,105.59620739586086
2024-12-19,1,17.656958333333332,25.0999999999979,0.24124528058333247,21.399217454894508,24.85875471941457,3.7007825451033938
2024-12-19,3,37.697026,45.199999999998575,9.097577748448664,21.92141141275168,36.10242225154991,23.278588587246894
2024-12-30,2,38.5607717,33.499999999999645,6.006003980482197,24.257554813097837,27.493996019517446,9.242445186901808
2024-12-31,2,32.041712526829265,40.599999999999525,3.6489338314755493,23.342185726816272,36.95106616852398,17.257814273183254
