date,num_events,num_events_total,score_ajuste,impact_real,impact_pred_interp,impact_pred_emp,error_interp,error_emp
2020-03-24,6,6,43.577369250000004,53.399999999999004,22.733894593302498,27.160180543045442,30.666105406696506,26.239819456953562
2020-03-26,1,1,32.99825,26.300000000001322,5.113670196499998,28.046876558674626,21.186329803501323,1.7468765586733035
2020-03-26,2,2,23.986840499999996,23.200000000000998,0.7365659722229981,23.875320201390256,22.463434027778,0.6753202013892583
2020-03-26,6,6,48.14601076666666,22.599999999999287,25.39465618380411,27.082010116425277,2.794656183804822,4.48201011642599
2020-03-27,2,2,18.010852416666665,22.599999999999287,1.4241481351155019,22.671344791896573,21.175851864883786,0.07134479189728538
2020-03-27,4,4,30.47417505,36.40000000000087,9.092401772332401,27.34115167340991,27.30759822766847,9.058848326590962
2020-03-27,1,1,14.532121,31.399999999999206,0.7512093061580001,23.140341811307877,30.648790693841207,8.25965818869133
2020-03-30,1,1,31.33656194975492,57.70000000000053,4.585914748366061,27.605358460441284,53.114085251634464,30.094641539559245
2020-03-30,5,5,34.09112658,28.599999999998627,14.00433693058362,27.079458619185203,14.595663069415007,1.5205413808134232
2020-03-30,2,2,34.9880877,35.00000000000058,4.714242917338199,26.091728754730813,30.285757082662386,8.90827124526977
2020-03-31,2,2,36.18924037272727,28.000000000001357,5.148538884605507,26.333723594888625,22.85146111539585,1.6662764051127326
2020-04-01,2,2,22.994358599999998,25.399999999999867,0.37771826156759847,23.675366020541045,25.02228173843227,1.7246339794588224
2020-04-01,3,3,24.24978146269677,20.299999999999763,3.4931203360734946,24.785966210844336,16.806879663926267,4.485966210844573
2020-04-01,1,1,38.2618295,31.800000000001827,6.7853935728589985,29.445433652707564,25.01460642714283,2.354566347294263
2020-04-01,9,9,36.78773666666667,49.40000000000167,25.486985415506666,20.779258409911854,23.913014584495002,28.620741590089814
2020-04-02,2,2,15.7826785,37.59999999999985,2.2297800654690008,22.222437169201726,35.37021993453085,15.377562830798126
2020-04-02,2,2,57.590696699999995,38.899999999999494,12.8865778430322,30.645450255999535,26.013422156967295,8.25454974399996
2020-04-02,6,6,19.505370427940832,24.399999999999977,8.714442719331315,27.57205755520667,15.685557280668663,3.172057555206692
2020-04-07,2,2,24.93831415,49.79999999999984,1.080586493958899,24.0670124975272,48.719413506040944,25.73298750247264
2020-04-07,2,2,16.813415,24.899999999998812,1.8571007921100018,22.430098460081574,23.04289920788881,2.469901539917238
2020-04-08,1,1,24.4638566,25.299999999999212,2.4031297838732,25.779249284718215,22.89687021612601,0.4792492847190033
2020-04-08,2,2,35.20877269999999,26.100000000000012,4.794035110048195,26.136189906516762,21.305964889951817,0.036189906516749915
2020-04-15,6,6,37.9449798,25.500000000000522,19.453609752254,27.256551922719513,6.046390247746523,1.756551922718991
2020-04-16,2,2,22.8589,28.599999999998627,0.32874103739999877,23.648075333021218,28.271258962598626,4.951924666977408
2020-04-16,3,3,18.685543033333335,21.599999999999397,1.174092283660121,23.67620382382248,20.425907716339275,2.076203823823082
2020-04-16,2,2,38.8854,41.999999999999815,6.123378536399997,26.87691575759712,35.87662146359982,15.123084242402694
2020-04-16,6,6,43.192168949999996,21.199999999998997,22.509555222583497,27.16677140198576,1.3095552225844997,5.966771401986762
2020-04-17,3,3,31.158536666666667,27.900000000000702,6.372507574534443,26.16388643547865,21.52749242546626,1.7361135645220536
2020-04-20,2,2,29.867942107142866,31.200000000000117,2.862972355911217,25.06017894223705,28.3370276440889,6.139821057763065
2020-04-23,2,2,16.813415,39.799999999998725,1.8571007921100018,22.430098460081574,37.94289920788872,17.36990153991715
2020-04-23,6,6,43.577369250000004,37.30000000000011,22.733894593302498,27.160180543045442,14.566105406697613,10.139819456954669
2020-04-23,2,2,26.625886,53.399999999999004,1.6907550974759997,24.407005646914556,51.709244902523004,28.99299435308445
2020-04-23,4,4,25.357608327625947,23.699999999999832,6.677477788617331,26.332193136425847,17.0225222113825,2.6321931364260145
2020-04-29,2,2,43.887034099999994,25.599999999998957,7.931799371400597,27.884589196652264,17.66820062859836,2.2845891966533074
2020-04-29,6,6,41.67235641666667,26.600000000001067,21.62442146921195,27.19277571720286,4.975578530789118,0.5927757172017927
2020-05-05,1,1,20.1605,81.19999999999905,1.0363751209999998,24.635827797290613,80.16362487899904,56.564172202708434
2020-05-05,2,2,51.99483953076922,45.80000000000028,10.863306149782103,29.518059382248858,34.93669385021818,16.281940617751424
2020-05-07,1,1,24.6142283,23.499999999998522,2.4508881365365998,25.819203731644837,21.049111863461924,2.319203731646315
2020-05-07,4,4,30.40678459005884,25.500000000000522,9.060594733195426,27.327862649039016,16.439405266805096,1.8278626490384937
2020-05-13,2,2,20.466,41.999999999999815,0.5364502439999999,23.165980536779514,41.463549755999814,18.8340194632203
2020-05-14,4,4,31.341178774999996,33.499999999999645,9.501611346462866,27.512119992089403,23.99838865353678,5.987880007910242
2020-05-19,2,2,15.6421435,35.39999999999877,2.2805927432790005,22.19412374524342,33.11940725671977,13.20587625475535
2020-05-19,2,2,46.91830835,24.200000000000887,9.027805076876097,28.495296514929873,15.17219492312479,4.295296514928985
2020-05-20,3,3,55.046748111111114,33.799999999999386,16.328485048344184,30.928283017474573,17.4715149516552,2.8717169825248128
2020-05-25,3,3,17.918882099621648,22.199999999998887,0.8545681952270107,23.52329674073589,21.345431804771877,1.3232967407370033
2020-05-28,4,4,35.967708224999996,38.19999999999935,11.685246884979799,28.424445900940206,26.514753115019552,9.775554099059143
2020-05-28,3,3,37.48958146666667,21.599999999999397,9.011120329661379,27.426584912329165,12.588879670338018,5.826584912329768
2020-05-29,5,5,22.045539639999998,21.700000000000053,7.654035997271959,22.95520984612542,14.045964002728095,1.2552098461253678
2020-05-29,1,1,21.119907024793395,23.699999999999832,1.3410847108884312,24.890746622130216,22.3589152891114,1.1907466221303835
2020-05-29,1,1,25.14495020512822,33.90000000000004,2.619446475049133,25.960218963841054,31.280553524950907,7.939781036158987
2020-05-29,2,2,42.848018124999996,28.29999999999888,7.5561265213837485,27.6752598495172,20.743873478615132,0.6247401504816814
2020-06-03,3,3,17.292126099999997,23.499999999998522,0.5933527991593633,23.39829306897555,22.90664720083916,0.10170693102297079
2020-06-03,2,2,29.205956399999998,32.600000000000406,2.623620831722399,24.92680944723101,29.976379168278008,7.673190552769395
2020-06-03,6,6,46.14146928333333,30.49999999999997,24.22721790571572,27.116308246921697,6.272782094284253,3.383691753078274
2020-06-03,3,3,39.254207677280945,45.2000000000008,9.746570065755193,27.77853169184858,35.453429934245605,17.421468308152217
2020-06-03,9,9,29.579545166666662,23.599999999999177,20.493063846008663,18.414039570931354,3.106936153990514,5.185960429067823
2020-06-04,2,2,19.906735560093114,21.199999999998997,0.7386612504793731,23.053306176713427,20.461338749519623,1.8533061767144297
2020-06-04,1,1,15.6225,66.6000000000011,0.4049027550000003,23.430060487663873,66.19509724500111,43.16993951233723
2020-06-04,2,2,47.3988497,113.40000000000128,9.201552490630199,28.59211062509493,104.19844750937108,84.80788937490635
2020-06-04,1,1,43.406667,29.200000000000337,8.419404252534001,30.812440455449245,20.780595747466336,1.6124404554489082
2020-06-04,8,8,32.862033775,31.600000000000517,22.767211343725304,25.072830982754645,8.832788656275213,6.527169017245871
2020-06-09,1,1,24.671499999999998,28.200000000000447,2.4690777429999993,25.83442108370009,25.730922257000447,2.3655789163003575
2020-06-09,4,4,45.72472740299709,58.19999999999936,16.290377805969772,30.348475886146705,41.909622194029595,27.85152411385266
2020-06-10,4,4,20.519088475,26.699999999999502,4.393786737215133,25.378063897706824,22.306213262784368,1.3219361022926783
2020-06-10,2,2,23.26404745,66.50000000000045,0.4752285803066993,23.729699921326453,66.02477141969375,42.770300078674
2020-06-10,3,3,37.48958146666667,49.29999999999879,9.011120329661379,27.426584912329165,40.28887967033741,21.873415087669624
2020-06-12,2,2,33.201170847457625,66.40000000000201,4.0681545386318625,25.73172068254757,62.33184546137015,40.668279317454434
2020-06-12,3,3,24.327798233333333,36.599999999999966,3.5256356716331867,24.80152630567286,33.07436432836678,11.798473694327107
2020-06-12,3,3,19.85190385613445,32.399999999999096,1.6602007604352917,23.908829256264386,30.739799239563805,8.49117074373471
2020-06-15,1,1,41.7154044,45.999999999999375,7.8822558682488,30.36306426437954,38.11774413175058,15.636935735619836
2020-06-15,2,2,44.97075705,46.60000000000109,8.323636743540298,28.102925606348748,38.27636325646079,18.49707439365234
2020-06-16,3,3,16.49,38.79999999999883,0.25904776333333096,23.238312617611186,38.540952236665504,15.561687382387646
2020-06-16,3,3,46.1965867,70.20000000000026,12.639970826443562,29.16315803625643,57.5600291735567,41.036841963743825
2020-06-18,6,6,42.358314683333326,23.900000000001143,22.02392127719105,27.181038825579094,1.8760787228100924,3.2810388255779515
2020-06-19,2,2,38.755476099999996,21.199999999998997,6.076402471572596,26.850740139686877,15.123597528426401,5.65074013968788
2020-06-19,1,1,37.3535364,44.200000000000905,6.496917867712801,29.204096030949184,37.7030821322881,14.99590396905172
2020-06-24,2,2,16.813415,32.7999999999995,1.8571007921100018,22.430098460081574,30.942899207889496,10.369901539917926
2020-06-24,3,3,16.321372999999998,20.100000000000673,0.1887684702443305,23.204680719120137,19.911231529756343,3.1046807191194645
2020-06-25,1,1,28.36691666666667,34.49999999999953,3.6427494671666665,26.816310156445017,30.857250532832865,7.6836898435545145
2020-06-30,1,1,28.281499999999998,28.799999999999937,3.6156209629999987,26.793614558303997,25.18437903699994,2.00638544169594
2020-06-30,1,1,33.30025471698114,20.599999999999508,5.209587498622643,28.127120590205905,15.390412501376865,7.527120590206398
2020-06-30,2,2,59.2081705,27.200000000000557,13.471401375003001,30.971320832303302,13.728598624997556,3.771320832302745
2020-07-01,2,2,28.751749999999998,22.800000000000598,2.4593952404999984,24.835301008993024,20.3406047595006,2.035301008992427
2020-07-01,5,5,41.93681861999999,42.9999999999997,18.140499471459176,29.76571923321343,24.859500528540526,13.23428076678627
2020-07-06,1,1,40.36169999999999,26.399999999999757,7.452316643399998,30.003378827531172,18.94768335659976,3.603378827531415
2020-07-06,2,2,35.341247583333335,20.199999999999108,4.841933523715499,26.162879468089635,15.358066476283609,5.962879468090527
2020-07-07,1,1,26.71986636,20.799999999998597,3.1196429956687206,26.378681373481296,17.680357004329878,5.5786813734826985
2020-07-07,1,1,38.46914667268043,23.999999999999577,6.851237921536651,29.500518771601858,17.148762078462926,5.50051877160228
2020-07-15,1,1,23.400529,39.100000000000804,2.0654148114579995,25.496718288794053,37.034585188542806,13.603281711206751
2020-07-16,1,1,43.406667,54.499999999999545,8.419404252534001,30.812440455449245,46.080595747465544,23.6875595445503
2020-07-16,5,5,47.70932718,44.29999999999934,21.183702486697022,31.74214939511778,23.11629751330232,12.557850604881562
2020-07-21,3,3,25.371708888888886,27.099999999999902,3.960710143221478,25.009729601713033,23.139289856778426,2.0902703982868687
2020-07-24,6,6,43.577369250000004,20.899999999999253,22.733894593302498,27.160180543045442,1.8338945933032456,6.260180543046189
2020-07-27,2,2,16.813415,37.799999999998946,1.8571007921100018,22.430098460081574,35.94289920788894,15.369901539917372
2020-07-27,4,4,18.11320375,20.400000000000418,3.258254056863333,24.90363679375185,17.141745943137085,4.503636793751433
2020-07-29,4,4,36.864208024999996,40.200000000001346,12.108378055916866,28.601230681769728,28.09162194408448,11.598769318231618
2020-07-30,1,1,31.79130152333334,33.40000000000121,4.7303409464137145,27.726184840391582,28.66965905358749,5.6738151596096245
2020-07-30,4,4,42.02591712499999,60.79999999999863,14.544608399213663,29.61909104487213,46.25539160078497,31.180908955126505
2020-07-30,5,5,20.065063000000002,32.49999999999975,6.6099504979070005,22.27712098310207,25.89004950209275,10.222879016897682
2020-07-30,8,8,43.9036944875,37.99999999999804,30.41700638527385,28.998850573264647,7.582993614724188,9.001149426733392
2020-07-31,2,2,28.751749999999998,29.600000000000737,2.4593952404999984,24.835301008993024,27.14060475950074,4.764698991007712
2020-07-31,4,4,53.183152699999994,41.999999999999815,19.810615322216265,31.819235925874544,22.18938467778355,10.180764074125271
2020-07-31,8,8,29.771525125,31.600000000000517,20.626069864901503,23.97395665393157,10.973930135099014,7.626043346068947
2020-08-03,1,1,11.890890456572771,22.899999999999032,1.590069409211575,22.43855480239377,21.309930590787456,0.46144519760526137
2020-08-03,1,1,11.890890456572771,24.699999999999722,1.590069409211575,22.43855480239377,23.109930590788146,2.2614451976059513
2020-08-03,3,3,20.565657333333334,29.300000000000992,1.9576744142235538,24.051184184554547,27.342325585777438,5.248815815446445
2020-08-04,1,1,22.16074266,26.699999999999502,1.6716561903013205,25.167301400364394,25.028343809698182,1.5326985996351077
2020-08-05,4,4,24.2617065,45.50000000000054,6.160232582812,26.116087383354262,39.33976741718854,19.383912616646278
2020-08-05,2,2,47.3988497,22.400000000000198,9.201552490630199,28.59211062509493,13.198447509369998,6.192110625094731
2020-08-05,5,5,29.494103940000002,25.200000000000777,11.580837162024661,25.505499203410313,13.619162837976116,0.3054992034095356
2020-08-06,1,1,40.36169999999999,28.799999999999937,7.452316643399998,30.003378827531172,21.347683356599937,1.2033788275312354
2020-08-11,2,2,35.20877269999999,35.70000000000073,4.794035110048195,26.136189906516762,30.905964889952532,9.563810093483966
2020-08-11,2,2,46.91830835,40.40000000000043,9.027805076876097,28.495296514929873,31.372194923124333,11.90470348507056
2020-08-11,4,4,36.295868625,20.000000000000018,11.840132468119,28.48915730900848,8.159867531881018,8.489157309008462
2020-08-12,2,2,17.4582849,20.899999999999253,1.623937761846601,22.560019653212464,19.27606223815265,1.6600196532132117
2020-08-12,2,2,20.466,26.300000000001322,0.5364502439999999,23.165980536779514,25.76354975600132,3.134019463221808
2020-08-17,2,2,28.38726644928856,22.400000000000198,2.3276103810034665,24.761868929460373,20.07238961899673,2.361868929460176
2020-08-20,2,2,38.755476099999996,26.800000000000157,6.076402471572596,26.850740139686877,20.72359752842756,0.0507401396867202
2020-08-21,6,6,40.86670557638435,40.70000000000018,21.15521310533432,27.206560574181022,19.54478689466586,13.493439425819158
2020-08-21,2,2,16.0575,20.999999999999908,2.1304139550000003,22.27780513904808,18.869586044999906,1.2778051390481728
2020-08-21,5,5,33.03953813999999,25.999999999999357,13.449951072488457,26.719408722485532,12.5500489275109,0.7194087224861754
2020-08-24,1,1,31.8460539,22.599999999999287,4.7477304107478,27.740732796739984,17.852269589251488,5.140732796740696
2020-08-26,2,2,31.440725,39.400000000000546,3.431637175349999,25.37704569315201,35.96836282465055,14.022954306848536
2020-08-27,2,2,17.505253090116273,34.19999999999979,1.6069556612190208,22.569482280168856,32.59304433878077,11.630517719830934
2020-08-27,1,1,30.382117652173914,88.79999999999998,4.28278133056574,27.351758254869925,84.51721866943424,61.44824174513006
2020-08-27,6,6,36.00799284597228,25.600000000001177,18.325515006851436,27.289694180872548,7.274484993149741,1.6896941808713706
2020-09-01,2,2,19.629103299999997,21.300000000001873,0.8390436362322019,22.997371926281016,20.46095636376967,1.6973719262791427
2020-09-01,5,5,41.93681861999999,37.10000000000102,18.140499471459176,29.76571923321343,18.95950052854184,7.334280766787586
2020-09-01,3,3,55.05453553333333,52.49999999999977,16.331730640857618,30.929836183893265,36.16826935914216,21.570163816106508
2020-09-02,1,1,22.30125,25.100000000000122,1.7162816024999994,25.204634841822,23.38371839750012,0.10463484182187699
2020-09-02,2,2,13.6496,30.200000000000227,3.001028726400001,21.79268831014992,27.198971273600225,8.407311689850307
2020-09-02,1,1,28.751749999999998,25.800000000000267,3.764973303499999,26.918562129337925,22.035026696500267,1.1185621293376578
2020-09-02,2,2,47.130466958823526,37.00000000000037,9.104514416433984,28.53803986454402,27.895485583566384,8.461960135456348
2020-09-02,4,4,34.166814125,25.100000000000122,10.83525848646967,28.069319587732245,14.264741513530453,2.969319587732123
2020-09-08,4,4,27.183813886931578,35.30000000000033,7.53941272343915,26.692310728812917,27.760587276561182,8.607689271187414
2020-09-10,1,1,43.406667,35.89999999999982,8.419404252534001,30.812440455449245,27.48059574746582,5.087559544550576
2020-09-10,6,6,45.0024177,49.70000000000141,23.563838060421,27.135797661419794,26.13616193958041,22.564202338581616
2020-09-10,1,1,22.363,44.99999999999949,1.7358935259999995,25.221042098624434,43.26410647399949,19.778957901375055
2020-09-11,3,3,16.510391,25.100000000000122,0.267546195170331,23.242379511063188,24.83245380482979,1.8576204889369343
2020-09-16,5,5,39.71451098000001,29.700000000001392,16.968923329035224,29.004830651919335,12.731076670966168,0.6951693480820573
2020-09-16,5,5,40.478645760000006,34.4000000000011,17.37176677956864,29.26646023830355,17.02823322043246,5.133539761697548
2020-09-17,2,2,22.8589,44.599999999999085,0.32874103739999877,23.648075333021218,44.271258962599084,20.951924666977867
2020-09-17,1,1,23.400529,37.59999999999985,2.0654148114579995,25.496718288794053,35.534585188541854,12.103281711205799
2020-09-17,5,5,28.726758719126174,21.400000000000308,11.17630120237741,25.2427704047668,10.223698797622898,3.842770404766494
2020-09-23,1,1,22.30125,22.100000000000453,1.7162816024999994,25.204634841822,20.383718397500452,3.1046348418215466
2020-09-23,1,1,32.99825,28.599999999998627,5.113670196499998,28.046876558674626,23.486329803498627,0.5531234413240007
2020-09-23,2,2,13.8213235,29.09999999999968,2.9389393473990006,21.827285245141944,26.161060652600682,7.272714754857738
2020-09-23,3,3,37.48958146666667,20.199999999999108,9.011120329661379,27.426584912329165,11.188879670337728,7.226584912330058
2020-09-29,4,4,28.869985814478284,40.299999999999784,8.33525439803188,27.02481446685305,31.964745601967905,13.275185533146733
2020-09-29,4,4,31.341178774999996,26.100000000000012,9.501611346462866,27.512119992089403,16.598388653537146,1.4121199920893908
2020-10-01,1,1,15.6225,24.999999999999467,0.4049027550000003,23.430060487663873,24.595097244999465,1.5699395123355941
2020-10-01,3,3,20.565657333333334,31.799999999999606,1.9576744142235538,24.051184184554547,29.842325585776052,7.7488158154450595
2020-10-01,3,3,31.82808274691359,33.8000000000016,6.651556749401248,26.297424396813092,27.148443250600355,7.502575603188511
2020-10-02,2,2,9.9464065,23.800000000000487,4.339977587421,21.046610197472376,19.460022412579487,2.753389802528112
2020-10-02,1,1,13.025806,24.600000000001288,1.2296179627880006,22.740107041585446,23.370382037213286,1.8598929584158412
2020-10-05,4,4,25.907045350249582,26.399999999999757,6.9368018071379325,26.4405390653643,19.463198192861825,0.04053906536454477
2020-10-05,2,2,47.3988497,33.39999999999898,9.201552490630199,28.59211062509493,24.198447509368783,4.807889374904054
2020-10-06,1,1,29.278205,52.00000000000094,3.9321764644099995,27.058443625369115,48.06782353559094,24.941556374631823
2020-10-13,2,2,42.95676889627092,53.999999999998494,7.59544710274909,27.69716974166354,46.4045528972494,26.302830258334954
2020-10-14,2,2,29.72007265,25.600000000001177,2.8095077877698986,25.03038785367854,22.79049221223128,0.5696121463226369
2020-10-28,2,2,35.394625,20.199999999999108,4.86123298275,26.173633354508553,15.338767017249108,5.973633354509445
2020-10-29,1,1,23.400529,29.90000000000048,2.0654148114579995,25.496718288794053,27.834585188542484,4.403281711206429
2020-10-29,2,2,46.22992315,35.400000000000986,8.778908393652896,28.35660834462196,26.621091606348088,7.0433916553790255
2020-10-29,4,4,34.39134460187006,37.700000000000514,10.941232680316768,28.113595750585848,26.75876731968375,9.586404249414667
2020-10-29,1,1,34.9880877,20.299999999999763,5.7456466296954,28.575585516392312,14.554353370304362,8.27558551639255
2020-11-04,1,1,22.30125,38.10000000000091,1.7162816024999994,25.204634841822,36.383718397500914,12.895365158178912
2020-11-04,1,1,23.591181977777772,39.29999999999989,2.125966578506176,25.54737565505395,37.17403342149372,13.75262434494594
2020-11-04,4,4,24.2617065,30.300000000000882,6.160232582812,26.116087383354262,24.13976741718888,4.183912616646619
2020-11-04,2,2,30.310893,25.799999999998047,3.0231283384379988,25.149419746464993,22.776871661560047,0.6505802535330538
2020-11-05,4,4,38.421895,39.5000000000012,12.843577231293333,28.90839790085485,26.65642276870787,10.59160209914635
2020-11-06,1,1,47.587273,21.800000000000708,9.747173079346002,31.923246548271948,12.052826920654706,10.12324654827124
2020-11-09,2,2,18.605518360395184,26.399999999999757,1.2091371485053553,22.791151452005096,25.1908628514944,3.6088485479946613
2020-11-09,4,4,28.515142049999998,20.299999999999763,8.1677747649484,26.95484124752605,12.132225235051363,6.654841247526289
2020-11-10,2,2,31.474298139214213,27.100000000002122,3.4437760810031257,25.383809634691005,23.656223918998997,1.7161903653111175
2020-11-10,2,2,27.84446427010239,20.800000000000818,2.13135156828384,24.652511202027423,18.668648431716978,3.852511202026605
2020-11-12,3,3,16.49,20.199999999999108,0.25904776333333096,23.238312617611186,19.940952236665776,3.0383126176120783
2020-11-12,2,2,38.8854,20.799999999998597,6.123378536399997,26.87691575759712,14.6766214635986,6.076915757598524
2020-11-19,3,3,46.929725260256745,30.999999999998806,12.94552367237649,29.309379232378213,18.054476327622318,1.6906207676205938
2020-11-24,3,3,16.321372999999998,27.999999999999137,0.1887684702443305,23.204680719120137,27.811231529754807,4.795319280878999
2020-11-30,1,1,21.725263,22.699999999999942,1.5333469793260006,25.051592467346467,21.16665302067394,2.3515924673465243
2020-11-30,6,6,29.30241085,23.699999999999832,14.420206404337165,27.40442811292858,9.279793595662667,3.704428112928749
2020-11-30,2,2,35.8984157,23.999999999999577,5.0433865709862,26.27513148433636,18.956613429013377,2.2751314843367823
2020-12-01,5,5,41.93681861999999,49.79999999999984,18.140499471459176,29.76571923321343,31.659500528540665,20.03428076678641
