event_date,num_events,base_score,max_surprise,adjusted_score,impact_predit,price_start,impact_real,direction,peak_time,ttr_minutes,amp_parfaite,erreur_pips,erreur_pct,r_squared,slope,amplitude_pips,duration_hours,p_value,reversal_type,trend_direction,extrema_count,reversal_time
2025-10-15,10,44.66269482192716,0.0,44.66269482192716,20.530629789962287,1.16264,14.899999999999912,DOWN,2025-10-15 13:03:00+02:00,33.0,0.7257449066313948,5.630629789962374,37.789461677600045,0.5515729821379792,-5.7556222987326325e-06,25.699999999999612,3.65,7.838353219851597e-40,peak,down,35,2025-10-15 08:50:00
2025-09-11,11,44.30998119579334,33.33333333333335,84.18896427200734,56.259017639931514,1.16874,56.80000000000129,UP,2025-09-11 14:19:00+02:00,109.0,1.009615922615858,0.5409823600697763,0.95243373251719,0.8927443902216928,0.00015318681318681,22.799999999998377,0.21666666666666667,3.6041887037064523e-07,trough,up,53,2025-09-11 12:16:00
2025-08-12,11,44.30998119579335,3.5714285714285587,44.30998119579335,20.211806652595538,1.16056,54.3999999999989,UP,2025-08-12 14:05:00+02:00,95.0,2.6914961603896512,34.188193347403356,62.84594365331627,0.60233665353358,-3.595879732739406e-06,29.50000000000008,7.466666666666667,1.505621518840929e-91,peak,down,68,2025-08-12 05:01:00
2025-07-15,11,44.30998119579334,33.33333333333333,84.18896427200734,56.259017639931514,1.16668,44.599999999999085,DOWN,2025-07-15 14:29:00+02:00,119.0,0.7927617983919951,11.65901763993243,26.141295156799703,0.8441069422746531,-8.095712524360675e-06,26.700000000001722,4.8,7.582060758698582e-118,peak,down,40,2025-07-15 07:41:00
2025-06-11,11,44.30998119579335,66.66666666666666,84.18896427200735,56.25901763993152,1.14358,52.799999999999514,UP,2025-06-11 12:36:00+02:00,6.0,0.9385162097555564,3.459017639932007,6.551169772598558,0.3864896759888784,5.989322922448846e-06,39.49999999999898,5.283333333333333,2.1473290464021186e-35,trough,up,58,2025-06-11 07:12:00
2025-05-13,11,44.30998119579335,33.33333333333333,84.18896427200735,56.25901763993152,1.11141,34.399999999998876,UP,2025-05-13 13:37:00+02:00,67.0,0.6114575305983027,21.859017639932645,63.54365593003883,0.05980159813443213,-1.2650430442471867e-06,24.699999999999722,4.75,2.9003593757636343e-05,peak,down,72,2025-05-13 07:44:00
2025-04-10,11,44.30998119579335,200.0,84.18896427200735,56.25901763993152,1.11037,39.39999999999833,UP,2025-04-10 14:23:00+02:00,113.0,0.7003321716736305,16.859017639933192,42.7893848729287,0.8996415626081072,3.184578748900689e-05,139.49999999999906,5.583333333333333,8.357235973708679e-169,trough,up,159,2025-04-10 06:54:00
2025-03-12,5,43.35187704179872,3.448275862068969,43.35187704179872,19.345761936237484,1.0892,28.200000000000447,UP,2025-03-12 14:26:00+01:00,116.0,1.4576836049645407,8.854238063762963,31.398007318307886,0.13029601416693545,-1.7345965732567057e-05,39.29999999999989,0.95,0.005374057611075531,peak,down,82,2025-03-12 11:32:00
2025-02-12,8,43.79989832281228,66.66666666666667,83.21980681334334,55.38298167568324,1.03696,51.70000000000119,DOWN,2025-02-12 12:40:00+01:00,10.0,0.933499758152257,3.6829816756820506,7.123755658959315,0.6909069818123292,-1.06242413343522e-05,21.200000000001218,1.9333333333333333,4.2601083102575395e-31,peak,down,68,2025-02-12 10:33:00
2025-01-15,11,44.30998119579335,33.33333333333335,84.18896427200735,56.25901763993152,1.03048,44.899999999998826,UP,2025-01-15 12:32:00+01:00,2.0,0.7980942768565107,11.359017639932697,25.29848026711134,0.05014636561412006,-1.0681374578577035e-06,20.999999999999908,5.3,5.4544698032508814e-05,peak,down,54,2025-01-15 07:11:00
2024-12-11,9,44.82035621858595,0.0475677046997,44.82035621858595,20.673142291323117,1.05159,22.599999999999287,DOWN,2024-12-11 14:02:00+01:00,92.0,1.0932058456098812,1.9268577086761705,8.525919064939075,0.6683891113569511,9.116440411010216e-06,29.399999999999427,3.316666666666667,2.4083692676731985e-49,trough,up,62,2024-12-11 09:10:00
2024-11-13,11,44.30998119579335,0.0462610899873304,44.30998119579335,20.211806652595538,1.06277,69.20000000000037,DOWN,2024-11-13 14:07:00+01:00,97.0,3.423741439319276,48.98819334740483,70.7921869182147,0.5414694908389036,7.796641899344069e-06,46.500000000000426,5.333333333333333,5.888612208140044e-56,trough,up,57,2024-11-13 07:09:00
2024-10-10,9,44.82035621858595,100.0,85.1586768153133,57.13555535351392,1.09329,20.299999999999763,UP,2024-10-10 12:32:00+02:00,2.0,0.355295400112905,36.83555535351416,181.45593770204232,0.8794359169963906,-2.0705575648065235e-06,52.60000000000042,39.5,0.0,peak,down,35,2024-10-08 20:59:00
2024-09-11,9,44.82035621858595,49.999999999999986,85.1586768153133,57.13555535351392,1.10444,39.1000000000008,DOWN,2024-09-11 14:26:00+02:00,116.0,0.6843374455376865,18.03555535351312,46.126740034559454,0.7153023520810051,2.500715409346095e-06,39.29999999999989,21.616666666666667,0.0,trough,up,34,2024-09-10 14:52:00
2024-08-14,9,44.82035621858595,3.333333333333336,44.82035621858595,20.673142291323117,1.10255,19.899999999999363,DOWN,2024-08-14 12:32:00+02:00,2.0,0.96260160741755,0.7731422913237544,3.885137142330549,0.8209465688222735,5.69245512753927e-06,113.30000000000062,27.4,0.0,trough,up,27,2024-08-13 09:05:00
2024-07-11,9,44.82035621858595,200.0,85.1586768153133,57.13555535351392,1.08487,48.90000000000061,UP,2024-07-11 13:11:00+02:00,41.0,0.8558593628335702,8.235555353513313,16.841626489802064,0.8941514602271251,1.4175271667520715e-06,51.79999999999963,43.55,0.0,trough,up,23,2024-07-09 16:56:00
2024-05-15,8,44.6565254067038,25.000000000000007,78.89319488517673,51.47209225463452,1.08318,33.199999999999896,UP,2024-05-15 13:14:00+02:00,44.0,0.6450097236335014,18.27209225463462,55.03642245371891,0.6627465603031062,2.0233763107679715e-06,59.499999999999,28.116666666666667,0.0,trough,up,18,2024-05-14 08:22:00
2024-04-10,10,44.91615339814112,33.33333333333335,85.34069145646812,57.30008111787338,1.08643,118.00000000000033,DOWN,2024-04-10 14:04:00+02:00,94.0,2.059333908398134,60.699918882126944,51.44060922214133,0.013445673241582638,-1.6549248910432175e-07,36.89999999999971,22.816666666666666,1.8389075450553235e-05,peak,down,14,2024-04-09 13:40:00
2024-03-12,9,44.82035621858595,33.33333333333335,85.1586768153133,57.13555535351392,1.09152,11.900000000000244,DOWN,2024-03-12 12:39:00+01:00,9.0,0.2082766138592958,45.235555353513675,380.1307172564096,0.802598068671176,-5.5948139255702415e-05,29.700000000001392,0.8166666666666667,1.5600205852315544e-18,peak,down,24,2024-03-12 11:40:00
2024-02-13,9,44.82035621858595,49.999999999999986,85.1586768153133,57.13555535351392,1.07933,91.39999999999928,DOWN,2024-02-13 13:05:00+01:00,35.0,1.599704412331017,34.264444646485344,37.48845147317901,0.888324924963271,1.1049452256348825e-05,35.29999999999811,4.316666666666666,8.082958543007038e-125,trough,up,24,2024-02-13 08:10:00
2024-02-09,6,44.37696296764913,0.0,44.37696296764913,20.27235248090256,1.0772,22.500000000000853,UP,2024-02-09 13:14:00+01:00,44.0,1.1098859898572124,2.2276475190982943,9.900655640436488,0.12955174054787638,-1.6350137223746872e-06,21.900000000001363,4.983333333333333,1.3204127827774504e-10,peak,down,25,2024-02-09 07:30:00
2024-01-11,7,45.23975239150908,49.999999999999986,85.95552954386724,57.85584248764476,1.09892,58.19999999999936,DOWN,2024-01-11 14:14:00+01:00,104.0,1.005948535144538,0.3441575123546059,0.5913359318807726,0.8708475865162881,1.2515332325199011e-05,30.90000000000037,3.7666666666666666,5.67735569158157e-102,trough,up,52,2024-01-11 08:43:00
