pattern,score_range,count,mean_impact,median_impact,std_impact,cv,n_outliers,outlier_pct,mae_mean,mae_median,gain_pips,gain_pct,criteria_met,recommendation,current_method
DOUBLE_WAVE_DOWN,500+,10,58.574999999999605,52.09999999999937,18.271746632437523,0.31193762923495766,0,0.0,17.432222222222048,14.319000000000193,3.1132222222218555,17.85900949709795,"{'cv_high': True, 'has_outliers': False, 'outlier_pct_high': False, 'median_better': True, 'gain_significant': True}",median,mean
DOUBLE_WAVE_UP,300-400,5,63.579999999999515,46.3799999999992,30.508182508959504,0.4798392970896467,1,20.0,29.79499999999979,23.764000000000117,6.030999999999672,20.24165128377149,"{'cv_high': True, 'has_outliers': True, 'outlier_pct_high': True, 'median_better': True, 'gain_significant': True}",median,mean
SINGLE_WAVE_FORT_DOWN,300-400,9,65.17555555555542,57.12000000000161,19.190138156593285,0.2944376613749871,1,11.11111111111111,17.235833333333154,14.387222222221766,2.8486111111113885,16.527260713309005,"{'cv_high': False, 'has_outliers': True, 'outlier_pct_high': True, 'median_better': True, 'gain_significant': True}",median,mean
SINGLE_WAVE_FORT_UP,200-300,19,62.91210526315772,49.60999999999993,31.776329916092198,0.505090868969869,3,15.789473684210526,23.68859649122842,19.364210526316466,4.324385964911954,18.25513793741735,"{'cv_high': True, 'has_outliers': True, 'outlier_pct_high': True, 'median_better': True, 'gain_significant': True}",median,mean
